# Chunk-averaged data for fix velo and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vx
101000 20 5324.000000000001
  7 0.325 267.44 -0.00316481
  8 0.375 268.02 0.0158579
  9 0.425 268.26 0.00104474
  10 0.475 270.52 0.0222808
  11 0.525 265.94 0.0366204
  12 0.575 268.24 0.0270242
  13 0.625 268.72 0.0522159
  14 0.675 270.08 0.0844637
  15 0.725 269.68 0.0702976
  16 0.775 268.16 0.00928858
  17 0.825 265.54 -0.00962597
  18 0.875 266.9 -0.0186306
  19 0.925 261.4 -0.0315706
  20 0.975 266 -0.0729475
140000 20 5324
  1 0.025 262.9 -0.0466678
  2 0.075 266.36 -0.0324068
  3 0.125 269.3 -0.0435868
  4 0.175 265.44 -0.0328829
  5 0.225 263.7 -0.0128835
  6 0.275 260.9 0.0214839
  7 0.325 267.16 0.0852248
  8 0.375 265.1 0.0852229
  9 0.425 261.18 0.0634756
  10 0.475 269.24 0.0834967
  11 0.525 272.1 0.0918027
  12 0.575 269.44 0.0543856
  13 0.625 266.8 0.0347785
  14 0.675 268.24 0.0165348
  15 0.725 265.44 -0.0116144
  16 0.775 272.02 -0.0405823
  17 0.825 272.64 -0.0340937
  18 0.875 266.5 -0.0348656
  19 0.925 259.68 -0.0815186
  20 0.975 259.86 -0.0574994
141000 20 5324
  1 0.025 266.08 -0.0764828
  2 0.075 268.44 -0.0382694
  3 0.125 264.72 -0.0365888
  4 0.175 258.6 -0.0304303
  5 0.225 257.84 0.00768809
  6 0.275 261.56 0.0408896
  7 0.325 264.26 0.0706494
  8 0.375 266.66 0.053209
  9 0.425 267.92 0.0903778
  10 0.475 269.42 0.0691681
  11 0.525 267.94 0.0693483
  12 0.575 267.94 0.0356795
  13 0.625 271.18 0.0143607
  14 0.675 273.56 -0.00844821
  15 0.725 270.72 0.000701984
  16 0.775 265.26 0.0150972
  17 0.825 262.48 -0.00259998
  18 0.875 264.02 -0.0295894
  19 0.925 268 -0.0562464
  20 0.975 267.4 -0.0776674
142000 20 5324.000000000002
  1 0.025 269.88 -0.0659043
  2 0.075 270.64 -0.0470995
  3 0.125 264.5 -0.0152561
  4 0.175 263.4 -0.0322811
  5 0.225 266.06 -0.0363863
  6 0.275 263.24 0.0188066
  7 0.325 267.7 -0.00561598
  8 0.375 266.9 0.049818
  9 0.425 270.34 0.0825926
  10 0.475 264.88 0.0684217
  11 0.525 264.32 0.0755089
  12 0.575 262.68 0.0523108
  13 0.625 268.86 0.0348281
  14 0.675 266.86 0.0131798
  15 0.725 259.38 0.0155723
  16 0.775 267.18 0.016824
  17 0.825 264.34 0.00516461
  18 0.875 268.48 -0.0069532
  19 0.925 267.06 -0.0366818
  20 0.975 267.3 -0.0728438
143000 20 5323.999999999998
  1 0.025 267.18 -0.0758804
  2 0.075 269.52 -0.0628046
  3 0.125 264.48 -0.0351647
  4 0.175 267.72 -0.00065132
  5 0.225 267.78 -0.016599
  6 0.275 263.3 0.0105108
  7 0.325 265.9 -0.00384911
  8 0.375 266.9 0.0288411
  9 0.425 266.04 0.0275122
  10 0.475 265.94 0.04961
  11 0.525 265.56 0.0657547
  12 0.575 262.38 0.079519
  13 0.625 263.68 0.0761168
  14 0.675 264.16 0.0751712
  15 0.725 263.66 0.0453767
  16 0.775 266.28 0.0231717
  17 0.825 270.48 0.0145766
  18 0.875 268.44 -0.0286387
  19 0.925 266.82 -0.0663164
  20 0.975 267.78 -0.0896012
144000 20 5324.000000000001
  1 0.025 272.48 -0.111974
  2 0.075 268.26 -0.100581
  3 0.125 268.82 -0.0586472
  4 0.175 265.52 -0.00864676
  5 0.225 267.6 -0.010918
  6 0.275 263.74 0.00827023
  7 0.325 265.76 0.0265608
  8 0.375 260.08 0.0350813
  9 0.425 268.26 0.0660418
  10 0.475 262.12 0.0823845
  11 0.525 262.86 0.0663653
  12 0.575 262.88 0.0600716
  13 0.625 268.04 0.108473
  14 0.675 268.38 0.0555635
  15 0.725 270.74 0.0429977
  16 0.775 265.54 -0.0126487
  17 0.825 265.6 -0.0302091
  18 0.875 264.3 -0.0147068
  19 0.925 268.18 -0.00247244
  20 0.975 264.84 -0.0843636
145000 20 5323.999999999999
  1 0.025 270.92 -0.0852808
  2 0.075 268.62 -0.0582418
  3 0.125 269.14 -0.0200702
  4 0.175 268.46 0.00687205
  5 0.225 263.9 0.0318069
  6 0.275 264.12 0.00382505
  7 0.325 260.92 0.0147823
  8 0.375 263.7 0.0445525
  9 0.425 265.9 0.0146382
  10 0.475 259.7 0.0413412
  11 0.525 257.68 0.106382
  12 0.575 265.1 0.105282
  13 0.625 264.08 0.053326
  14 0.675 271.04 0.0450601
  15 0.725 267.92 -0.00442689
  16 0.775 270.46 -0.0521738
  17 0.825 266.56 -0.0296719
  18 0.875 268.68 -0.0202725
  19 0.925 267.4 -0.0149375
  20 0.975 269.7 -0.0612323
146000 20 5324.000000000001
  1 0.025 266.62 -0.0579207
  2 0.075 267.08 -0.0348291
  3 0.125 270.9 -0.0336741
  4 0.175 268.74 0.0134641
  5 0.225 263.74 0.0330884
  6 0.275 264 0.039624
  7 0.325 266.32 0.0366333
  8 0.375 263.76 0.0467722
  9 0.425 260.82 0.0449659
  10 0.475 260.5 0.0614728
  11 0.525 264.7 0.0393131
  12 0.575 266.5 0.0562852
  13 0.625 267.28 0.0684184
  14 0.675 274.24 0.0240259
  15 0.725 268.3 -0.0104285
  16 0.775 267.58 -0.0367593
  17 0.825 264.84 -0.0382579
  18 0.875 266.22 -0.0520545
  19 0.925 265.6 -0.0271218
  20 0.975 266.26 -0.0579826
147000 20 5324
  1 0.025 268.38 -0.021618
  2 0.075 268.8 -0.00152659
  3 0.125 268.02 -0.00531984
  4 0.175 271 0.000928053
  5 0.225 268.66 0.0340045
  6 0.275 266.1 0.0867197
  7 0.325 260.12 0.0598767
  8 0.375 255.84 0.075939
  9 0.425 261.64 0.0731289
  10 0.475 266.72 0.0801707
  11 0.525 263.7 0.0583014
  12 0.575 266.8 0.0422601
  13 0.625 270.44 -0.00718527
  14 0.675 268.44 -0.0330447
  15 0.725 269.2 -0.070166
  16 0.775 271 -0.0415026
  17 0.825 268.18 -0.0680482
  18 0.875 265.9 -0.0584607
  19 0.925 261.38 -0.0556168
  20 0.975 263.68 -0.0300552
148000 20 5324
  1 0.025 265.46 -0.0484678
  2 0.075 266.62 0.000710723
  3 0.125 265.2 0.0223792
  4 0.175 267.4 0.0396266
  5 0.225 268.1 0.0568843
  6 0.275 261.12 0.0584672
  7 0.325 264.26 0.0422692
  8 0.375 262.32 0.0269042
  9 0.425 260.9 0.0383627
  10 0.475 261.5 0.0653078
  11 0.525 264 0.0705552
  12 0.575 267.9 0.0718348
  13 0.625 264.5 0.00198277
  14 0.675 270.46 -0.00734657
  15 0.725 268.74 -0.0353175
  16 0.775 270.28 -0.030923
  17 0.825 268.36 -0.0590581
  18 0.875 268.06 -0.0683015
  19 0.925 269.64 -0.0731325
  20 0.975 269.18 -0.0541644
149000 20 5324
  1 0.025 266.08 -0.05456
  2 0.075 267.18 -0.0176749
  3 0.125 263.64 0.00982611
  4 0.175 259.22 0.0240853
  5 0.225 261.4 0.0396882
  6 0.275 262.22 0.0455025
  7 0.325 261.54 0.00965081
  8 0.375 264.34 0.0372087
  9 0.425 262.92 0.0837042
  10 0.475 262.54 0.0625388
  11 0.525 258.4 0.0705697
  12 0.575 269.4 0.0711138
  13 0.625 270.4 0.0397628
  14 0.675 267.34 0.0161296
  15 0.725 272.62 -0.0271561
  16 0.775 269.22 -0.0181091
  17 0.825 274.1 -0.0450819
  18 0.875 267.58 -0.0615735
  19 0.925 274.74 -0.0881643
  20 0.975 269.12 -0.074396
150000 20 5324
  1 0.025 264.44 -0.0379461
  2 0.075 261.44 -0.0566473
  3 0.125 262.08 -0.032322
  4 0.175 268.88 -0.0376957
  5 0.225 263.44 0.0155554
  6 0.275 264.12 0.017117
  7 0.325 259.76 0.047253
  8 0.375 270.82 0.0365606
  9 0.425 268.92 0.0187769
  10 0.475 269.86 0.0260117
  11 0.525 268.92 0.0746486
  12 0.575 263.1 0.0711421
  13 0.625 265.44 0.0866036
  14 0.675 266.78 0.0530411
  15 0.725 264.3 0.0319822
  16 0.775 270.72 -0.00270301
  17 0.825 268.72 -0.0408926
  18 0.875 269.92 -0.063688
  19 0.925 267.94 -0.0449066
  20 0.975 264.4 -0.0494095
151000 20 5324
  1 0.025 265.16 0.0272949
  2 0.075 261.52 0.0046927
  3 0.125 260.96 -0.0116858
  4 0.175 264.1 -0.0482313
  5 0.225 261.44 -0.0535252
  6 0.275 261.58 -0.0353323
  7 0.325 268.26 -0.0201485
  8 0.375 272.72 0.00174888
  9 0.425 270.26 0.0319118
  10 0.475 266.78 0.0714749
  11 0.525 261.78 0.0583013
  12 0.575 265.68 0.0503445
  13 0.625 262.98 0.0560393
  14 0.675 264.44 0.0259498
  15 0.725 272.66 0.0175641
  16 0.775 271.58 -0.00615502
  17 0.825 266.76 -0.0235132
  18 0.875 268.5 -0.0345502
  19 0.925 269.86 -0.00744767
  20 0.975 266.98 0.00669421
152000 20 5324
  1 0.025 266.36 -0.0516888
  2 0.075 265.92 -0.0172374
  3 0.125 266.62 -0.0247111
  4 0.175 260.22 0.0130428
  5 0.225 259.74 -0.0291055
  6 0.275 259.08 -0.0345177
  7 0.325 260.08 0.00153507
  8 0.375 267.26 0.00990295
  9 0.425 264.46 0.0248714
  10 0.475 268.64 0.0563004
  11 0.525 270.24 0.0638026
  12 0.575 264.12 0.0375558
  13 0.625 269.28 0.0505675
  14 0.675 270.22 0.063801
  15 0.725 271.72 0.0290444
  16 0.775 268.74 -0.00751313
  17 0.825 274 -0.0115563
  18 0.875 272 -0.00802603
  19 0.925 265.74 -0.0153138
  20 0.975 259.56 -0.0438536
153000 20 5323.999999999999
  1 0.025 269.06 -0.00438419
  2 0.075 266.02 -0.0823815
  3 0.125 261.86 -0.0394601
  4 0.175 261.8 -0.00632346
  5 0.225 258.06 0.0301085
  6 0.275 258.38 0.000117897
  7 0.325 259.96 0.0166506
  8 0.375 260.74 0.0268693
  9 0.425 266.26 0.0327965
  10 0.475 270.12 0.0673359
  11 0.525 268.42 0.0416884
  12 0.575 269.9 0.0410575
  13 0.625 269.14 0.0127735
  14 0.675 269.26 0.0645362
  15 0.725 267.64 0.0172019
  16 0.775 266.88 0.00622501
  17 0.825 270.34 -0.032068
  18 0.875 271.86 -0.0234423
  19 0.925 268.4 -0.0520613
  20 0.975 269.9 -0.00563118
154000 20 5324
  1 0.025 262.44 -0.119583
  2 0.075 263.58 -0.0880985
  3 0.125 266.46 -0.0530965
  4 0.175 267.42 -0.0474692
  5 0.225 264.64 0.0190303
  6 0.275 264.6 0.0123063
  7 0.325 260.24 0.00987147
  8 0.375 260.54 0.0576083
  9 0.425 265.1 0.0914198
  10 0.475 265.02 0.0971218
  11 0.525 270.52 0.0951596
  12 0.575 270.3 0.0681474
  13 0.625 269.76 0.0329437
  14 0.675 267.9 0.0363787
  15 0.725 267.46 0.0357502
  16 0.775 268.92 -0.00730585
  17 0.825 268.64 -0.0184918
  18 0.875 270.38 -0.0272725
  19 0.925 264.72 -0.0181322
  20 0.975 265.36 -0.0673079
155000 20 5324
  1 0.025 261.98 -0.0794707
  2 0.075 261.58 -0.0921689
  3 0.125 269.62 -0.0821366
  4 0.175 265.48 -0.0602757
  5 0.225 266.12 -0.0259348
  6 0.275 258.92 -0.0271453
  7 0.325 266.44 0.0375479
  8 0.375 261.44 0.0409973
  9 0.425 265.18 0.0359755
  10 0.475 266.22 0.0664869
  11 0.525 262.52 0.137326
  12 0.575 268.44 0.150027
  13 0.625 273.46 0.094065
  14 0.675 272.44 0.068727
  15 0.725 270.36 0.0419601
  16 0.775 269.62 0.00488468
  17 0.825 270.62 0.00238543
  18 0.875 267.64 -0.0510382
  19 0.925 263.58 -0.0896162
  20 0.975 262.34 -0.0684749
156000 20 5323.999999999999
  1 0.025 262.84 -0.0758248
  2 0.075 263.7 -0.0481747
  3 0.125 267.52 -0.014473
  4 0.175 266.16 -0.0510746
  5 0.225 264.48 -0.0298457
  6 0.275 267.86 0.00195406
  7 0.325 265.08 0.0142802
  8 0.375 261.1 0.0204994
  9 0.425 268.58 0.074403
  10 0.475 271.28 0.052726
  11 0.525 272.12 0.0788511
  12 0.575 268.9 0.0937657
  13 0.625 266.42 0.0919661
  14 0.675 269.44 0.0773705
  15 0.725 267.54 0.0713129
  16 0.775 264.78 0.0201603
  17 0.825 261.76 -0.0464407
  18 0.875 266.9 -0.0661952
  19 0.925 262.84 -0.071878
  20 0.975 264.7 -0.090238
157000 20 5324.000000000001
  1 0.025 265 -0.0580687
  2 0.075 266.92 -0.0746118
  3 0.125 265 -0.0949
  4 0.175 262.5 -0.0163195
  5 0.225 263.32 -0.0013707
  6 0.275 270.1 0.0143747
  7 0.325 271.62 0.0288793
  8 0.375 271.52 0.0237352
  9 0.425 269 0.0328746
  10 0.475 266.1 0.0796282
  11 0.525 268.84 0.0845416
  12 0.575 265.72 0.127263
  13 0.625 268.96 0.130043
  14 0.675 270.94 0.0730048
  15 0.725 266.72 0.0233375
  16 0.775 259.58 -0.0410626
  17 0.825 261.88 -0.0579845
  18 0.875 262.96 -0.0413959
  19 0.925 262.52 -0.0526966
  20 0.975 264.8 -0.0765866
158000 20 5323.999999999999
  1 0.025 269.44 -0.067765
  2 0.075 262.66 -0.0534253
  3 0.125 262.48 -0.064193
  4 0.175 266.7 -0.0305781
  5 0.225 265.4 -0.0181476
  6 0.275 272.26 0.0387743
  7 0.325 270.54 0.043401
  8 0.375 264.54 0.0580251
  9 0.425 265.92 0.063227
  10 0.475 267.4 0.0688358
  11 0.525 268.68 0.0817639
  12 0.575 266.12 0.0361795
  13 0.625 265.48 0.0333845
  14 0.675 264.88 0.025657
  15 0.725 265.02 0.037603
  16 0.775 269.64 -0.00656163
  17 0.825 264.82 0.0149194
  18 0.875 260.86 -0.0234872
  19 0.925 261.24 -0.0426069
  20 0.975 269.92 -0.0856273
159000 20 5324
  1 0.025 267.6 -0.0845141
  2 0.075 266.4 -0.0578199
  3 0.125 266.6 -0.0368036
  4 0.175 266.8 -0.0232964
  5 0.225 267.78 -0.0192857
  6 0.275 262 -0.0487372
  7 0.325 264.64 -0.0045241
  8 0.375 267.2 0.0565111
  9 0.425 265.6 0.0622265
  10 0.475 269.16 0.0663083
  11 0.525 269 0.0974314
  12 0.575 271.5 0.104084
  13 0.625 267.18 0.0877004
  14 0.675 265.74 0.0839147
  15 0.725 266.86 0.0717808
  16 0.775 264.88 0.0359699
  17 0.825 261.18 -0.043365
  18 0.875 265.62 -0.0760407
  19 0.925 264.64 -0.0612423
  20 0.975 263.62 -0.104923
160000 20 5324
  1 0.025 270.5 -0.0741711
  2 0.075 268 -0.0835373
  3 0.125 265.58 -0.0695805
  4 0.175 265.94 -0.0440495
  5 0.225 263.9 -0.0240635
  6 0.275 266.74 -0.0144392
  7 0.325 267.02 0.0112108
  8 0.375 263.18 0.058391
  9 0.425 267.72 0.095547
  10 0.475 267.12 0.0601446
  11 0.525 267.3 0.0714966
  12 0.575 264.56 0.0773798
  13 0.625 263.3 0.0870018
  14 0.675 264 0.0595119
  15 0.725 268.22 0.0544625
  16 0.775 265.84 0.0126705
  17 0.825 269.2 -0.0525688
  18 0.875 264.18 -0.0607129
  19 0.925 264.12 -0.0224182
  20 0.975 267.58 -0.0277926
161000 20 5324.000000000001
  1 0.025 266.58 -0.0517677
  2 0.075 271.48 -0.0984741
  3 0.125 266.06 -0.0879773
  4 0.175 265.12 -0.0398298
  5 0.225 269.46 -0.00204998
  6 0.275 268.6 0.0428579
  7 0.325 267.4 0.068166
  8 0.375 266.4 0.0618296
  9 0.425 262.36 0.0281839
  10 0.475 264.88 0.0177914
  11 0.525 266.02 0.0838838
  12 0.575 264.58 0.0422024
  13 0.625 266.94 0.0345006
  14 0.675 263.44 -0.00593307
  15 0.725 268.58 0.00849031
  16 0.775 267.12 0.0293278
  17 0.825 261.9 0.0313713
  18 0.875 263.18 -0.0176935
  19 0.925 269.18 -0.00698808
  20 0.975 264.72 -0.0241601
162000 20 5324.000000000001
  1 0.025 267.12 -0.0875802
  2 0.075 264.28 -0.0880214
  3 0.125 265.02 -0.0329643
  4 0.175 265.56 -0.0328646
  5 0.225 265.3 0.0332394
  6 0.275 267.8 0.048151
  7 0.325 266.06 0.0467246
  8 0.375 269.52 0.0217349
  9 0.425 266.38 -0.0208655
  10 0.475 266.22 0.00830604
  11 0.525 267.76 0.0659465
  12 0.575 265.32 0.088092
  13 0.625 268.66 0.0309087
  14 0.675 268.8 0.0199045
  15 0.725 269.56 0.0258817
  16 0.775 268.42 0.0171733
  17 0.825 260.96 0.0196174
  18 0.875 261.1 0.022794
  19 0.925 261.84 -0.0254224
  20 0.975 268.32 -0.0500595
163000 20 5324
  1 0.025 265.72 -0.016678
  2 0.075 264.18 -0.0350328
  3 0.125 263.18 -0.0128868
  4 0.175 269.34 -0.0125089
  5 0.225 269.48 -0.00495977
  6 0.275 270.58 -0.0115684
  7 0.325 268.82 0.0175555
  8 0.375 268.9 0.000665661
  9 0.425 263.28 0.0263291
  10 0.475 261.8 0.0371409
  11 0.525 261.9 0.0941455
  12 0.575 259.64 0.0583529
  13 0.625 265.02 0.0295522
  14 0.675 267.24 0.0252381
  15 0.725 274.98 0.00657965
  16 0.775 270.06 0.0193686
  17 0.825 264.26 -0.0134383
  18 0.875 262.18 -0.038265
  19 0.925 264.36 -0.0275442
  20 0.975 269.08 -0.0275372
164000 20 5324
  1 0.025 265.8 -0.0553184
  2 0.075 268.06 -0.0304738
  3 0.125 269.94 0.0279328
  4 0.175 267.8 0.0113605
  5 0.225 267.3 -1.08804e-05
  6 0.275 261.18 -0.0212562
  7 0.325 257.48 0.00791264
  8 0.375 261.72 -0.0038961
  9 0.425 266.42 0.0245734
  10 0.475 267.38 0.0558737
  11 0.525 270.1 0.0380129
  12 0.575 275.56 0.069202
  13 0.625 268.26 0.0406593
  14 0.675 263.76 0.0591424
  15 0.725 265.6 0.0389581
  16 0.775 267.18 0.00737953
  17 0.825 265.4 -0.00844328
  18 0.875 265.72 -0.0364127
  19 0.925 264.02 -0.0572397
  20 0.975 265.32 -0.0603198
165000 20 5324
  1 0.025 267.66 -0.0627345
  2 0.075 264.6 -0.0483536
  3 0.125 262.52 -0.0531762
  4 0.175 264.06 0.0105993
  5 0.225 268.04 0.0327202
  6 0.275 264.24 0.00884072
  7 0.325 259.6 0.0325331
  8 0.375 265.82 0.0252451
  9 0.425 267.6 0.0862568
  10 0.475 270.94 0.10327
  11 0.525 270.3 0.0983466
  12 0.575 268.36 0.0765442
  13 0.625 262.96 0.0451781
  14 0.675 259.68 0.0235706
  15 0.725 260.08 0.00413217
  16 0.775 266.2 -0.0212481
  17 0.825 267.6 -0.0617757
  18 0.875 273.62 -0.0622258
  19 0.925 273.34 -0.0598385
  20 0.975 266.78 -0.0652948
166000 20 5324
  1 0.025 259.42 -0.0954622
  2 0.075 269.02 -0.0687698
  3 0.125 263.8 -0.0468054
  4 0.175 262.74 -0.0345287
  5 0.225 262.28 -0.0195179
  6 0.275 266.4 0.0234123
  7 0.325 264.16 0.02076
  8 0.375 264.74 0.0323292
  9 0.425 264.14 0.047561
  10 0.475 267.9 0.0623999
  11 0.525 265.74 0.0752873
  12 0.575 273.88 0.0624691
  13 0.625 270.08 0.0676636
  14 0.675 271.14 0.0329389
  15 0.725 267.4 0.0280872
  16 0.775 267.38 0.0255575
  17 0.825 269.24 0.0225472
  18 0.875 266.82 -0.0193942
  19 0.925 265.26 -0.0329453
  20 0.975 262.46 -0.0792097
167000 20 5324
  1 0.025 262.78 -0.0955386
  2 0.075 264.54 -0.0469748
  3 0.125 261.16 -0.0386721
  4 0.175 264.06 -0.0353623
  5 0.225 259.9 -0.0530191
  6 0.275 260.82 0.00426364
  7 0.325 262.08 0.00418989
  8 0.375 262.06 0.0345736
  9 0.425 265.44 0.0271632
  10 0.475 267.46 0.065088
  11 0.525 267.42 0.0469566
  12 0.575 268.02 0.0776361
  13 0.625 275.68 0.0718724
  14 0.675 269 0.0346822
  15 0.725 267.5 0.0178189
  16 0.775 272.18 -0.000862644
  17 0.825 268.44 -0.00303962
  18 0.875 271.42 0.0113056
  19 0.925 271.9 0.0104
  20 0.975 262.14 -0.0285022
168000 20 5324.000000000001
  1 0.025 264.36 -0.0744802
  2 0.075 257.36 -0.0594488
  3 0.125 258.6 -0.0109989
  4 0.175 261.64 -0.0443383
  5 0.225 265.7 -0.00192531
  6 0.275 264.42 -0.000551724
  7 0.325 262.18 0.0355126
  8 0.375 264.02 0.0162233
  9 0.425 264.24 0.0309101
  10 0.475 264.84 0.000287592
  11 0.525 265.72 0.0429883
  12 0.575 268.96 0.04654
  13 0.625 270.6 0.0532624
  14 0.675 272.34 0.0740031
  15 0.725 270.04 0.0415204
  16 0.775 271.22 -0.00384928
  17 0.825 271.28 0.0236708
  18 0.875 271.6 -0.030873
  19 0.925 270.42 -0.00764584
  20 0.975 264.46 -0.0249613
169000 20 5323.999999999999
  1 0.025 267.4 -0.0563146
  2 0.075 268.78 -0.077431
  3 0.125 265.76 -0.0456654
  4 0.175 259.32 -0.0316323
  5 0.225 264.24 -0.0287934
  6 0.275 262.28 0.0118429
  7 0.325 264.56 0.00326816
  8 0.375 267.6 0.0303522
  9 0.425 266.3 0.0271934
  10 0.475 265.96 0.0408023
  11 0.525 269.06 0.0849454
  12 0.575 267.78 0.083154
  13 0.625 263.76 0.0433477
  14 0.675 264.62 0.0311597
  15 0.725 271.1 0.0160154
  16 0.775 266.7 0.0295812
  17 0.825 265.7 0.0286755
  18 0.875 265.4 -0.0391483
  19 0.925 269.28 -0.0122249
  20 0.975 268.4 -0.0281279
170000 20 5323.999999999999
  1 0.025 261.98 -0.0107397
  2 0.075 263.72 -0.0366688
  3 0.125 261.92 -0.0308576
  4 0.175 270.12 -0.06251
  5 0.225 262.88 -0.0334424
  6 0.275 264.78 -0.00707039
  7 0.325 264.46 0.00225558
  8 0.375 263.36 -0.00510829
  9 0.425 268.66 0.0224796
  10 0.475 267.44 0.0543944
  11 0.525 271.92 0.0876153
  12 0.575 267.46 0.0805757
  13 0.625 269.76 0.0579365
  14 0.675 266.52 0.0463566
  15 0.725 262.9 0.0179576
  16 0.775 261.52 0.0101926
  17 0.825 266.92 0.00854073
  18 0.875 268.86 -0.00780016
  19 0.925 268.9 -0.0450236
  20 0.975 269.92 -0.0398477
