# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_chunkvel[1] c_chunkvel[2] c_chunkvel[3]
1001000 20
3 0.101913 0.100821 -0.00217597
4 0.078542 0.163632 0.0902062
5 -0.0400913 0.305693 0.162967
6 -0.0701346 0.608543 0.0163203
7 -0.00621403 0.76103 0.0825395
8 0.00594984 0.712236 0.017721
9 0.0289246 1.08055 -0.0328533
10 -0.00163524 1.27271 0.0251728
11 0.0492505 1.60359 -0.049719
12 -0.00725979 1.63305 -0.0408677
13 0.0621159 2.18382 -0.0853388
14 0.0824852 2.53879 0.0493333
15 -0.0436944 3.05121 0.0780033
16 -0.0325411 3.86269 -0.0590176
17 0.0709639 4.20786 -0.0654775
18 0.118734 4.61234 -0.116393
19 -1.46334 5.15218 -1.00293
20 0 0 0
1076000 20
1 0 0 0
2 0.175915 0.40137 -0.3381
3 -0.077478 0.166714 -0.015826
4 0.0391578 0.137523 0.0878507
5 -0.0503118 0.331388 0.152425
6 -0.0270334 0.598758 0.11694
7 0.0550438 0.786844 0.246116
8 -0.0358127 0.705722 0.0453925
9 0.00222689 1.0275 0.0126037
10 -0.0458486 1.38644 0.0487059
11 -0.00969749 1.54707 -0.139767
12 0.0544858 1.63462 0.00555533
13 0.162508 2.14633 -0.0918246
14 -0.00159138 2.55008 0.0955814
15 -0.0290023 3.06058 -0.0672358
16 -0.118034 3.84238 -0.130662
17 0.0225248 4.26076 -0.106934
18 0.126243 4.54622 0.0188067
19 0.616163 5.01444 -0.408422
20 0 0 0
1077000 20
1 0 0 0
2 0.422208 0.612175 0.0857576
3 -0.0249113 0.144409 -0.129123
4 0.0112597 0.141228 0.0337807
5 0.0918889 0.331685 0.0845081
6 0.0950335 0.591175 0.13237
7 0.0978975 0.791172 0.181555
8 -0.0864519 0.669669 0.0159837
9 0.0848795 1.06081 -0.0351919
10 -0.0902885 1.36404 0.0664072
11 0.0074311 1.55472 -0.0122386
12 0.0270821 1.64488 -0.0255765
13 0.114114 2.11314 -0.000439045
14 -0.0526497 2.57756 0.149802
15 0.0916033 3.07363 -0.0329133
16 -0.0762498 3.85739 -0.0168061
17 0.031989 4.20248 -0.0708693
18 0.0159031 4.57507 0.125928
19 0.425582 5.18501 0.612449
20 0 0 0
1078000 20
1 0 0 0
2 1.99278 0.648834 1.59091
3 0.0179552 -0.0361135 0.12137
4 0.00849731 0.164324 -0.119154
5 -0.0537269 0.335595 0.0350006
6 0.0837959 0.553016 0.110058
7 -0.0130883 0.812119 0.112442
8 -0.0120875 0.659663 0.0432815
9 0.0146569 1.12009 0.00576822
10 0.00943877 1.28481 0.107178
11 0.0695337 1.56003 -0.100963
12 -0.0670408 1.68335 0.0345186
13 -0.0447912 2.09105 -0.0679496
14 0.11958 2.5775 0.118452
15 0.155421 3.01595 -0.0757007
16 -0.179027 3.89206 0.0453537
17 -0.16114 4.21869 0.0173951
18 -0.0428065 4.5994 0.12883
19 -1.19837 4.74034 1.2151
20 0 0 0
1079000 20
1 0 0 0
2 1.6508 0.51818 1.56206
3 -0.027831 -0.119994 0.0839631
4 -0.0168451 0.123873 -0.0741598
5 -0.0105412 0.3708 -0.118217
6 -0.0396047 0.534666 0.137477
7 -0.00788181 0.771415 0.0779892
8 -0.0314661 0.721994 0.0916776
9 -0.0809703 1.08556 -0.128783
10 0.100362 1.27269 -0.00021742
11 -0.0119221 1.57064 -0.180462
12 -0.109084 1.70214 0.0635812
13 -0.103153 2.14077 -0.0441251
14 0.142384 2.5108 0.104755
15 0.162852 3.01917 -0.0531304
16 -0.0217027 3.85005 0.0809495
17 -0.0011774 4.29157 0.0247746
18 -0.131811 4.60379 -0.0883702
19 0.280574 3.78689 -0.970226
20 0 0 0
1080000 20
1 0 0 0
2 -0.306477 -0.232091 0.222411
3 -0.0172205 -0.269034 0.218117
4 0.0741067 0.126227 -0.0294826
5 0.0113857 0.376267 -0.0336352
6 -0.0255226 0.540844 0.0748825
7 -0.00589398 0.806777 0.12232
8 -0.168684 0.671303 0.0845247
9 -0.00857011 1.03422 -0.102701
10 -0.0128393 1.36744 -0.124727
11 0.00330445 1.50615 -0.0919054
12 -0.0695831 1.76417 0.105285
13 -0.000355486 2.08524 0.00728616
14 0.0594397 2.52512 -0.00211128
15 0.123171 3.01673 -0.0711868
16 0.0467803 3.85164 0.041866
17 0.03376 4.24843 -0.0107616
18 -0.126561 4.65246 -0.0306845
19 1.66866 3.79672 -0.567594
20 0 0 0
1081000 20
1 0 0 0
2 -1.86764 -0.769274 1.10475
3 -0.0897301 -0.261548 0.0383027
4 -0.0566111 0.129673 -0.0575381
5 -0.0132069 0.373496 -0.0417175
6 0.0997174 0.578357 0.0611061
7 -0.0832807 0.757273 0.00368275
8 -0.00871567 0.694839 -0.00310285
9 -0.0377564 1.05828 -0.0322791
10 0.0489578 1.37728 -0.0585751
11 -0.0756949 1.49036 -0.0226025
12 -0.0176055 1.76747 -0.0662595
13 -0.000284934 2.12413 -0.000663757
14 0.0269459 2.48753 0.0370272
15 0.0191149 3.04567 -0.025386
16 0.146076 3.83379 0.0119257
17 -0.0976577 4.24318 -0.00657076
18 -0.0806217 4.65049 -0.0602933
19 0.999982 4.12627 -0.682969
20 0 0 0
1082000 20
1 0 0 0
2 -1.24738 -0.81542 -1.43087
3 -0.131355 -0.109215 -0.176377
4 -0.0550386 0.0591626 0.0047525
5 -0.0777071 0.440351 -0.137903
6 0.0928037 0.569964 0.0780957
7 0.0348236 0.764397 -0.0399499
8 -0.0938437 0.729155 -0.131315
9 0.0263146 1.0121 -0.0665203
10 -0.0137727 1.38675 0.0499421
11 -0.0485395 1.51329 -0.0400277
12 0.0319568 1.7168 -0.107962
13 0.0642593 2.16273 -0.100875
14 -0.126143 2.49573 0.0401517
15 -0.0542144 3.03773 -0.0324263
16 0.0187736 3.83652 -0.139881
17 -0.0395893 4.20154 -0.0547604
18 0.0713235 4.69913 0.00213574
19 -0.494045 4.54195 -0.87168
20 0 0 0
1083000 20
1 0 0 0
2 -1.44473 -0.741203 -1.74312
3 -0.137401 0.0378921 -0.178147
4 0.0544508 0.0218257 -0.0384755
5 -0.0231992 0.484555 -0.0925034
6 0.0626002 0.553041 0.079546
7 0.0291581 0.755834 -0.01463
8 -0.0680208 0.767216 -0.0127243
9 -0.0882503 0.991882 0.0195224
10 -0.0424682 1.30893 0.14242
11 0.0211566 1.58529 -0.0475534
12 0.0223509 1.68807 -0.0644154
13 0.08873 2.15637 -0.0012058
14 -0.0414144 2.4662 -0.0253179
15 0.0335644 3.09145 -0.107542
16 -0.0400782 3.83273 -0.197291
17 0.123679 4.19674 -0.0785749
18 0.0221469 4.68345 0.0808231
19 -0.0630871 4.97939 0.611577
20 0 0 0
1084000 20
1 0 0 0
2 -0.600598 -0.173723 -1.69107
3 -0.0868485 0.190129 0.0344848
4 -0.0212476 -0.0226297 -0.00511386
5 -0.0116774 0.478847 -0.0282983
6 0.0253106 0.530637 0.0431321
7 0.0293056 0.757981 0.0209791
8 -0.0893991 0.75054 0.0995514
9 0.0112107 1.01564 -0.0197957
10 -0.0364993 1.31925 0.057798
11 -0.0250223 1.57866 -0.00619184
12 0.000161283 1.72702 0.0129146
13 -0.0194563 2.1435 0.0527933
14 -0.00772873 2.43969 -0.053812
15 0.104338 3.10236 -0.120317
16 -0.00487793 3.84269 -0.173362
17 0.133159 4.20146 -0.0617252
18 -0.0208406 4.66136 -0.123534
19 -1.7667 5.47458 0.648625
20 0 0 0
1085000 20
1 0 0 0
2 0.972626 0.944103 0.23822
3 0.0858894 0.167405 0.0468066
4 -0.0399119 0.00721872 0.0545079
5 -0.0648608 0.433734 0.0202766
6 0.0232286 0.572669 -0.0195141
7 0.00960697 0.768382 0.00821303
8 -0.0324201 0.69548 0.0454675
9 0.00772429 1.09506 0.152985
10 0.0025542 1.30431 0.0536004
11 -0.0411053 1.56531 -0.000702483
12 -0.105637 1.74579 -0.0279452
13 0.0257345 2.1034 0.0373207
14 -0.0170691 2.46069 -0.00454498
15 0.0596633 3.08398 -0.0947091
16 0.0678029 3.84101 -0.131187
17 0.125539 4.24598 -0.137879
18 -0.111731 4.6286 -0.130851
19 0.0885472 5.50874 0.649526
20 0 0 0
1086000 20
1 0 0 0
2 0.621541 1.33354 -0.263524
3 0.0817012 0.110711 0.098256
4 -0.0495711 0.0131603 -0.0171503
5 -0.06653 0.432776 -0.105761
6 -0.0020756 0.638385 0.0352714
7 -0.0793927 0.740644 -0.0710758
8 0.0739454 0.68667 0.0772095
9 0.0611206 1.11085 -0.0164749
10 0.00172742 1.29428 0.0291257
11 -0.00948513 1.60232 -0.0278438
12 -0.0068687 1.6979 0.0220795
13 -0.0304733 2.10636 -0.00423759
14 0.0524435 2.49261 -0.0127949
15 -0.0094798 3.02116 -0.219175
16 0.123365 3.8177 -0.233611
17 -0.0312625 4.31578 -0.121499
18 0.00529504 4.52792 0.0207153
19 0.412097 5.62843 1.05098
20 0 0 0
1087000 20
1 0 0 0
2 -0.190715 0.863313 0.0123702
3 -0.0546602 0.0110825 -0.0263202
4 0.010778 0.0388368 0.0150766
5 0.053712 0.425573 -0.0704601
6 -0.0254876 0.674425 0.02946
7 0.00751528 0.725538 -0.0790296
8 0.106288 0.643299 0.0640191
9 0.00625783 1.14659 0.0509849
10 -0.0848368 1.29924 -0.0741554
11 -0.0430353 1.62166 -0.0211474
12 0.0255652 1.64108 -0.00966363
13 -0.0356203 2.14134 0.0453533
14 -0.0913612 2.45728 -0.00925411
15 -0.0532982 3.048 -0.00495999
16 0.0586737 3.80317 -0.117621
17 -0.1373 4.36453 0.0156075
18 0.0090621 4.48017 -0.0502
19 -0.0279528 4.76387 0.120727
20 0 0 0
1088000 20
1 0 0 0
2 -0.561576 -0.115616 0.402796
3 -0.0630907 -0.0907128 -0.000833065
4 -0.0539242 0.0510584 -0.0991697
5 0.0436109 0.435461 0.0209348
6 -0.0646534 0.666456 -0.0256947
7 -0.0531516 0.732313 0.0267278
8 -0.0556498 0.673415 -0.121769
9 -0.0847047 1.138 0.0831212
10 -0.0274501 1.32026 0.0469448
11 -0.0847252 1.55165 -0.118128
12 0.0821822 1.69049 0.0348961
13 0.0234255 2.10674 -0.00783334
14 0.0620872 2.47787 -0.0423778
15 -0.0641913 3.0303 0.0987785
16 0.148969 3.8714 -0.0660926
17 -0.0542289 4.34088 0.00602206
18 -0.108999 4.50462 -0.0750679
19 0.676262 4.10492 -0.0347537
20 0 0 0
1089000 20
1 0 0 0
2 -0.570898 -0.721188 0.653597
3 0.218064 -0.142722 -0.0721327
4 0.00883235 0.00587222 -0.0933814
5 0.0117671 0.415991 -0.0712006
6 -0.0513565 0.696003 0.0669747
7 -0.0682204 0.745975 0.00102444
8 -0.0310576 0.701079 -0.019843
9 -0.154099 1.1231 0.102661
10 0.0296417 1.34633 -0.030911
11 0.0605985 1.52628 0.0459941
12 0.0753793 1.67996 0.0539142
13 0.040115 2.13967 -0.0950385
14 0.0208529 2.51203 -0.07752
15 0.0915496 2.93401 -0.0604063
16 -0.0292991 3.88552 -0.0345777
17 -0.0783103 4.31305 -0.0847842
18 0.0124955 4.5815 0.0312697
19 -0.312852 3.65333 -0.910961
20 0 0 0
1090000 20
1 0 0 0
2 -0.156467 -1.0353 -0.38036
3 0.049202 -0.128979 -0.0912433
4 0.123042 -0.0245796 -0.0929869
5 -0.184861 0.443744 -0.0758359
6 -0.0528838 0.708251 0.052533
7 0.0198209 0.70546 -0.019232
8 -0.00675414 0.778435 -0.0873039
9 -0.0393681 1.09913 0.00128929
10 -0.039504 1.33193 0.00706434
11 0.0179253 1.50881 0.0851251
12 0.0107358 1.71801 0.116167
13 0.0332684 2.11319 -0.087704
14 0.03594 2.56146 -0.0894301
15 0.0779762 2.90827 -0.230327
16 -0.128365 3.78635 -0.035917
17 -0.027369 4.36751 -0.0587809
18 -0.0369029 4.56122 0.168398
19 -0.348295 4.10996 0.102891
20 0 0 0
1091000 20
1 0 0 0
2 -0.454388 -0.689945 0.0430427
3 -0.167682 -0.00509795 -0.012481
4 0.123987 -0.0110141 -0.00721598
5 -0.0994139 0.498042 -0.11647
6 -0.100226 0.626576 -0.0207667
7 0.045381 0.730794 0.0278766
8 0.152952 0.728132 -0.0348927
9 -0.135272 1.17849 -0.118982
10 0.111723 1.26397 0.0543394
11 -0.0200915 1.55426 0.0187425
12 -0.0497786 1.70142 0.0333394
13 0.00744097 2.14641 0.0208551
14 0.0074772 2.53954 -0.0505722
15 0.0904003 2.99048 -0.163817
16 -0.0976733 3.68123 0.000778708
17 0.0136294 4.37348 0.0624813
18 -0.0995252 4.60014 0.142902
19 -0.298278 4.38803 0.417415
20 0 0 0
1092000 20
1 0 0 0
2 0.637222 0.408227 -0.903447
3 -0.0725419 0.079831 -0.0190424
4 -0.00294236 0.0381863 0.0176824
5 0.0300522 0.491093 0.025792
6 -0.108642 0.546759 -0.042375
7 -0.0126586 0.775142 0.0347828
8 0.0981843 0.683573 -0.053343
9 0.0729438 1.22125 -0.021979
10 0.049157 1.22257 -0.0463934
11 0.0732243 1.62612 0.0764537
12 0.127597 1.61307 0.033213
13 -0.0716823 2.20211 -0.00316863
14 -0.0765395 2.53772 -0.0315576
15 0.148147 3.00372 -0.204451
16 -0.0307539 3.64034 0.0558154
17 0.0645125 4.33269 0.095047
18 0.0314203 4.62517 0.0570128
19 0.0496816 4.99461 1.03727
20 0 0 0
1093000 20
1 0 0 0
2 0.572593 0.963551 -0.427491
3 0.0403552 0.0186165 -0.00332895
4 0.0653765 0.0557057 0.112912
5 -0.0321396 0.524239 -0.0208617
6 0.0366291 0.549746 0.0182537
7 -0.00502349 0.714725 -0.0236542
8 -0.0652343 0.72401 -0.0887486
9 0.0563122 1.20047 0.0318363
10 0.0972986 1.19401 0.0903642
11 0.0216581 1.64072 0.0552519
12 0.0115275 1.62851 0.0514408
13 0.0514514 2.19463 -0.112692
14 -0.0402839 2.5264 0.0399632
15 0.0597522 3.0263 -0.1143
16 0.0246443 3.63479 0.128006
17 0.0684385 4.28229 -0.041722
18 0.0856472 4.70556 0.0815119
19 1.29387 5.5443 0.445082
20 0 0 0
1094000 20
1 0 0 0
2 0.0268137 0.715193 1.47707
3 0.0949594 -0.00658478 0.118177
4 0.00987024 0.105758 0.0989789
5 0.0859008 0.496061 -0.00204541
6 0.123205 0.613512 0.0343783
7 0.00113443 0.695344 0.057423
8 -0.0160172 0.719025 -0.183263
9 0.0102443 1.12842 -0.0195218
10 0.0491351 1.21756 0.0804433
11 0.0859999 1.63816 0.023924
12 -0.0858582 1.69241 -0.0518084
13 -0.0686743 2.20823 -0.00490527
14 0.0359327 2.46851 -0.0967353
15 -0.0249652 3.02201 -0.0255966
16 0.0820179 3.626 0.047222
17 0.0891132 4.33314 -0.0640215
18 0.0329803 4.67627 0.0585039
19 1.47906 5.67639 -0.311799
20 0 0 0
1095000 20
1 0 0 0
2 -0.195886 0.392457 2.20189
3 -0.150319 -0.115115 -0.0916832
4 0.102913 0.108173 -0.036586
5 0.0606454 0.521517 -0.0253333
6 0.0319705 0.617586 0.0559581
7 -0.0917512 0.661839 0.0102433
8 0.0688297 0.780068 -0.127944
9 -0.0530569 1.05094 -0.153339
10 -0.0921521 1.27948 0.0544854
11 0.0779981 1.65994 0.00321238
12 0.0138488 1.64238 0.0301457
13 -0.0897776 2.23383 -0.00333897
14 -0.0459296 2.47932 -0.017693
15 -0.0718661 3.00837 -0.0259225
16 0.120717 3.62421 -0.0732639
17 0.0201311 4.44428 -0.0461179
18 -0.0454103 4.60575 -0.0214769
19 -0.629047 5.29285 0.612217
20 0 0 0
1096000 20
1 0 0 0
2 0.76824 0.0533888 1.65154
3 -0.177416 -0.128195 -0.143977
4 0.128673 0.103723 -0.00606158
5 -0.0565622 0.544738 0.0691112
6 -0.0211216 0.623488 0.0429972
7 -0.0208631 0.635517 0.00878969
8 0.0830505 0.823387 -0.149422
9 -0.0321596 1.02401 -0.0212538
10 -0.0152045 1.29411 -0.0248703
11 0.038326 1.66613 -0.0249123
12 0.00213547 1.63334 0.0490137
13 -0.0193828 2.22502 0.094959
14 -0.0971078 2.52929 0.0824522
15 0.0364571 2.96601 -0.0913434
16 -0.0180045 3.56534 0.0287332
17 0.0716866 4.48502 -0.0709207
18 -0.00352759 4.71463 0.0479245
19 -1.3472 3.47609 -0.110368
20 0 0 0
1097000 20
1 0 0 0
2 1.05825 -0.315255 -0.589806
3 -0.075131 0.0174759 -0.0655981
4 -0.0340961 0.104405 0.0749048
5 0.0663752 0.508254 0.0150816
6 -0.16951 0.653893 0.0758672
7 0.068209 0.614004 0.0677903
8 -0.038856 0.839343 -0.0508809
9 -0.0685941 1.02676 0.0801893
10 0.0516628 1.34384 -0.101058
11 -0.0294208 1.56789 0.0306278
12 0.0366766 1.72924 -0.0610346
13 -0.0551718 2.18339 0.0408124
14 -0.0862431 2.51965 0.148561
15 -0.00786767 2.95895 -0.0675279
16 0.141338 3.62264 0.132299
17 -0.124466 4.51148 -0.117802
18 0.00785808 4.72961 -0.0670362
19 -0.280948 3.27691 -0.23278
20 0 0 0
1098000 20
1 0 0 0
2 0.878871 -0.492659 0.181072
3 0.0690046 0.140776 -0.158185
4 -0.0376304 0.0977805 -0.022226
5 0.0645955 0.475417 0.0166123
6 -0.158384 0.613431 0.0141127
7 -0.0344554 0.663427 0.0524789
8 -0.104538 0.83943 0.0291775
9 0.051934 1.02541 0.0557671
10 -0.00374872 1.35845 -0.111078
11 0.0819153 1.52666 0.00981995
12 0.0261684 1.77262 -0.0282401
13 0.0204902 2.11657 -0.0757164
14 0.0479317 2.58993 0.108419
15 -0.0965164 2.90038 -0.0437051
16 0.0872165 3.74022 0.0130303
17 -0.0872044 4.48732 0.0315402
18 -0.0683535 4.67105 -0.0430098
19 0.478113 5.02295 -0.00107924
20 0 0 0
1099000 20
1 0 0 0
2 0.848521 -0.623117 1.27564
3 -0.0413835 0.117546 -0.0586525
4 0.0312463 0.0672541 0.0737889
5 0.0232345 0.555404 0.000525124
6 -0.10906 0.566589 -0.0631218
7 0.0179061 0.65884 0.0352998
8 0.0146937 0.826507 -0.0782625
9 -0.000746467 1.05372 0.0185152
10 -0.00309364 1.31412 -0.120575
11 0.16786 1.56371 0.0290591
12 -0.0146883 1.7908 -0.0140901
13 0.0293816 2.09673 -0.0937866
14 0.140116 2.60136 0.105409
15 -0.0609046 2.87168 -0.14357
16 0.00835857 3.76381 0.164828
17 0.0354172 4.42701 0.020268
18 0.00849739 4.74242 -0.035822
19 0.338388 4.3919 0.251819
20 0 0 0
1100000 20
1 0 0 0
2 -0.564546 -0.60913 -0.880651
3 0.0197473 0.0803793 0.020878
4 -0.0583483 0.106591 0.0776228
5 -0.114545 0.552842 0.0361109
6 0.000147697 0.580015 -0.0101215
7 0.0374467 0.634489 -0.0483125
8 0.104596 0.844861 -0.133777
9 -0.0539242 1.09487 0.0801343
10 -0.0334917 1.28537 0.00646012
11 0.09712 1.52787 -0.0157136
12 -0.143929 1.8052 -0.119546
13 -0.0598902 2.13481 0.0820006
14 0.13568 2.59895 0.0151586
15 0.0695165 2.84409 -0.0909299
16 0.0382934 3.74004 0.0243224
17 0.0443307 4.43423 0.0742606
18 0.0100699 4.77744 -0.128692
19 -0.316366 4.60291 -0.189185
20 0 0 0
