# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_chunkvel[1] c_chunkvel[2] c_chunkvel[3]
1001000 20
15 0.0520208 2.97857 0.0121408
16 -0.155997 3.71068 0.140277
17 -0.0447372 4.29519 0.0497325
18 -0.0492751 4.8914 -0.00782314
19 -0.0321567 4.42788 -0.169938
20 0 0 0
1038000 20
1 0 0 0
2 -0.309349 0.238213 1.84011
3 0.0174181 0.164873 -0.0742376
4 -0.0192675 0.236739 -0.0448646
5 -0.00330381 0.31401 0.0145194
6 0.0963975 0.511928 0.0983097
7 0.0555546 0.772882 0.0202075
8 -0.157322 0.808261 0.0496682
9 -0.101314 1.01235 0.0855229
10 0.0918386 1.1735 -0.00791141
11 -0.117837 1.38996 -0.0262648
12 -0.0168522 1.78287 0.126726
13 0.0213987 2.16752 -0.0133993
14 0.0736052 2.46932 -0.00210112
15 0.0827839 3.02219 0.0714043
16 -0.0854725 3.72578 0.111449
17 0.044621 4.2705 -0.0240409
18 0.0916694 4.88241 0.0745295
19 0.843552 4.68185 -0.359797
20 0 0 0
1039000 20
1 0 0 0
2 -0.302829 -0.0232162 1.57159
3 0.0899094 0.178919 0.0263769
4 -0.113466 0.200143 -0.0471584
5 -0.058817 0.345208 -0.0606946
6 -0.00539151 0.551681 0.107616
7 -0.107966 0.754014 0.0123597
8 -0.11018 0.84165 -0.0203649
9 -0.0118585 1.02962 -0.0494756
10 -0.106539 1.13268 -0.0302953
11 -0.0375094 1.38458 -0.0547546
12 -0.0516577 1.79627 0.0303294
13 0.0502928 2.17921 -0.019495
14 0.0100074 2.44612 0.0317102
15 0.0516484 3.07072 -0.073828
16 0.00783164 3.69756 0.0763904
17 0.0671582 4.27614 -0.072128
18 0.0567417 4.84616 0.0033567
19 0.307976 4.21656 0.192995
20 0 0 0
1040000 20
1 0 0 0
2 -1.93191 -0.163257 0.931191
3 -0.0519869 0.081077 -0.00396778
4 -0.00894172 0.203052 -0.0596128
5 -0.0278275 0.332118 0.070547
6 -0.0218064 0.547931 0.057919
7 -0.0684051 0.763783 0.004147
8 0.0136612 0.875789 -0.0645939
9 0.0975811 0.987751 0.0119182
10 -0.144584 1.16926 -0.0996941
11 0.0969384 1.35638 0.0458918
12 -0.0485069 1.82399 -0.0680224
13 0.0633391 2.19829 -0.0427708
14 0.0105689 2.4141 0.0647059
15 -0.0843209 3.09164 0.00261501
16 0.0602409 3.67274 0.00592629
17 -0.056469 4.33726 -0.0482524
18 0.0203636 4.7341 0.0375557
19 -0.172116 4.55216 0.0881155
20 0 0 0
1041000 20
1 0 0 0
2 -0.825821 -0.431042 -0.516416
3 0.0241521 -0.0193696 0.0561306
4 0.0720825 0.188877 -0.0337918
5 -0.0049483 0.279568 -0.0723908
6 0.00448576 0.64739 0.131275
7 -0.103075 0.720933 -0.103805
8 -0.0730737 0.870246 -0.0147842
9 0.0300021 1.00046 0.0185316
10 0.0423759 1.18652 -0.0262891
11 0.0851588 1.3054 0.0536787
12 -0.065262 1.8553 0.0742172
13 0.0544152 2.20113 -0.117594
14 0.0644836 2.43489 0.000820823
15 -0.0843355 3.05937 -0.0744108
16 0.00554321 3.67048 -0.0302765
17 0.0226739 4.33198 -0.118853
18 -0.0798102 4.65748 -0.00267578
19 -1.23863 6.12114 0.51394
20 0 0 0
1042000 20
1 0 0 0
2 0.0640973 -0.779155 0.818313
3 -0.115062 -0.0541378 0.0358313
4 0.0860264 0.165602 -0.0745885
5 -0.0571964 0.252259 -0.0403809
6 -0.0908205 0.654042 0.067795
7 -0.0253861 0.711236 -0.0666545
8 -0.159919 0.93029 -0.0638413
9 0.0137106 0.934646 0.0049871
10 0.0764421 1.19535 -0.061599
11 0.127669 1.28614 -0.0705781
12 -0.0434389 1.8661 0.0475224
13 -0.0568813 2.18418 -0.00310436
14 0.0634222 2.49109 -0.0460378
15 0.0197651 3.04032 -0.0348375
16 0.0734566 3.71457 -0.10224
17 0.00211411 4.33753 -0.132241
18 -0.069444 4.61059 0.0606714
19 0.00955282 5.90246 -0.58645
20 0 0 0
1043000 20
1 0 0 0
2 -0.327084 -1.12774 -0.0299891
3 -0.102697 -0.0354811 0.061572
4 -0.0508945 0.147041 0.0374823
5 0.0914128 0.248922 0.0142374
6 -0.10352 0.636088 0.0683569
7 0.00937009 0.741651 -0.129212
8 -0.0326224 0.91071 -0.0112329
9 0.00815647 0.946679 0.0220413
10 0.0714194 1.19624 0.0394028
11 0.0916968 1.32589 -0.0677959
12 -0.0411181 1.86564 0.0625446
13 0.00718845 2.15452 -0.0614701
14 -0.00587906 2.4714 -0.0490921
15 -0.049674 3.06697 -0.0605951
16 0.0897652 3.78298 -0.0481137
17 -0.0299527 4.27931 -0.141407
18 -0.0812236 4.64968 0.0603489
19 -0.648805 6.11545 -0.722993
20 0 0 0
1044000 20
1 0 0 0
2 -1.15488 -1.1592 0.129895
3 0.0527285 -0.064115 -0.108884
4 -0.0860576 0.161462 0.12477
5 0.107067 0.303225 -0.0310802
6 -0.0875696 0.53985 -0.00992308
7 -0.0295287 0.809846 -0.0775124
8 0.0397552 0.844579 -0.045199
9 0.0883924 1.014 -0.0205921
10 -0.00344195 1.14521 0.0393813
11 -0.0031462 1.43412 -0.105771
12 0.0883442 1.79419 0.0448671
13 0.0666935 2.14283 -0.110467
14 0.0337473 2.46138 0.139875
15 0.0102474 3.09242 0.00166351
16 -0.0490366 3.80222 -0.0842538
17 0.0815191 4.30482 -0.019249
18 -0.0854135 4.62871 -0.112257
19 0.0347815 4.34426 0.427156
20 0 0 0
1045000 20
1 0 0 0
2 -0.0173766 0.0330054 0.24339
3 0.0185745 0.00651677 -0.196214
4 -0.0692918 0.134309 0.0991068
5 0.0835791 0.34393 0.0260049
6 -0.0834838 0.515988 0.149728
7 0.0508191 0.812952 -0.00398281
8 0.0476323 0.801175 -0.0288604
9 0.0580775 1.01413 0.0314034
10 -0.0438399 1.16308 0.0502499
11 -0.00445122 1.44926 -0.0842997
12 0.0464984 1.77923 0.0336384
13 0.0268315 2.13785 -0.0697091
14 0.161027 2.47944 0.00991745
15 0.00108459 3.06206 -0.0174762
16 -0.10703 3.82231 -0.190789
17 -0.0383265 4.32966 0.0271413
18 0.0654003 4.56993 -0.197178
19 0.0022163 3.90701 0.58464
20 0 0 0
1046000 20
1 0 0 0
2 1.1161 1.22061 0.116046
3 -0.120107 -0.0200628 -0.0203795
4 -0.00279852 0.11543 0.154443
5 0.0125417 0.361574 -0.0102562
6 -0.0243684 0.538878 0.0373276
7 0.0266714 0.8075 -0.079086
8 0.0206065 0.788317 0.0867316
9 0.0460035 0.974845 0.0205033
10 -0.0102213 1.14448 -0.00671187
11 0.0526383 1.47024 0.0178295
12 -0.0261244 1.7763 0.0589446
13 -0.0183772 2.15173 -0.031515
14 0.153403 2.48258 -0.0353232
15 -0.0572366 3.07529 0.0584394
16 -0.00105241 3.75771 -0.000731972
17 -0.0965125 4.35777 0.0477949
18 -0.0124888 4.57246 -0.0629575
19 -0.202506 3.59983 -0.662381
20 0 0 0
1047000 20
1 0 0 0
2 -0.59873 0.991874 0.962708
3 -0.037121 -0.0161732 0.0645963
4 -0.0292836 0.0367501 0.209176
5 0.00823851 0.426614 0.00901899
6 -0.00960589 0.559908 -0.0117931
7 0.0388046 0.774177 -0.0380115
8 0.0651178 0.804136 0.117434
9 0.146688 0.926885 0.0592311
10 0.0228833 1.18644 -0.0668013
11 -0.0501767 1.44718 0.0726006
12 -0.103099 1.75265 0.0752979
13 0.041756 2.23386 0.0620613
14 -0.0396491 2.47186 -0.0945156
15 -0.0645293 3.02802 0.0565651
16 0.00983143 3.79052 0.0662111
17 0.0873601 4.35693 0.147216
18 -0.0664386 4.63871 0.0293827
19 -0.010008 5.31964 -0.5988
20 0 0 0
1048000 20
1 0 0 0
2 0.575719 -0.530371 -0.857419
3 0.116284 0.0113253 0.0590488
4 -0.10125 0.0166678 0.176121
5 -0.0155215 0.404252 0.062661
6 -0.0459393 0.549398 -0.00567286
7 0.0630323 0.739949 -0.00323932
8 -0.0283754 0.925748 0.0743489
9 0.0907972 0.890183 -0.0145209
10 0.11515 1.15752 0.00534514
11 -0.00253627 1.51015 0.103807
12 0.00600303 1.72956 0.0751572
13 0.0684978 2.21315 -0.0218002
14 0.0422257 2.46479 0.060884
15 -0.171599 3.05419 0.0758293
16 0.0396265 3.70275 0.0156521
17 0.0265211 4.3784 0.0583704
18 -0.0047313 4.67985 0.0226914
19 -0.457577 5.86651 -0.106607
20 0 0 0
1049000 20
1 0 0 0
2 0.714866 -1.18274 -0.940326
3 -0.0105244 0.0390586 0.109569
4 0.0216496 0.0170514 0.0801654
5 0.0209747 0.341256 0.221648
6 -0.0442641 0.574255 -0.0793941
7 0.0669817 0.742771 -0.0243335
8 -0.0119959 0.924325 0.013874
9 -0.165674 0.935029 0.0897869
10 0.157413 1.16238 0.0637686
11 -0.0374901 1.51721 -0.0390637
12 0.0293612 1.74449 0.0314872
13 0.186204 2.10838 0.0471397
14 0.128677 2.51706 -0.0536606
15 -0.0108019 3.02504 0.0715352
16 0.082799 3.72868 -0.058487
17 -0.0433331 4.40543 -0.0118718
18 -0.0491188 4.63291 0.00788007
19 -0.482666 5.71228 0.079492
20 0 0 0
1050000 20
1 0 0 0
2 -0.541014 -1.13709 -0.545586
3 -0.107776 0.0169107 0.0997197
4 -0.0633384 0.0492792 0.141949
5 0.0387365 0.27358 0.0999325
6 0.0303921 0.58422 -0.0497802
7 -0.0198921 0.730307 -0.0380583
8 0.0715421 0.920299 0.000172034
9 -0.169951 0.982379 0.0065282
10 -0.0229408 1.17308 0.0408378
11 -0.0101213 1.42326 -0.0369269
12 0.0281102 1.83053 0.113624
13 0.0436052 2.07387 0.0671899
14 0.124563 2.55826 -0.111169
15 0.0904905 2.96106 -0.0256865
16 -0.0231024 3.73949 -0.187699
17 -0.023796 4.43019 -0.056723
18 -0.0362771 4.70295 -0.0045548
19 -0.648823 4.69445 -0.80659
20 0 0 0
1051000 20
1 0 0 0
2 -0.775815 -0.526137 0.118257
3 -0.0356794 -0.0767286 0.0745183
4 -0.0187007 0.135153 0.137296
5 0.0613343 0.331356 -0.0632951
6 0.0763367 0.473427 0.0231375
7 -0.0726296 0.767006 0.0115039
8 0.0410053 0.910031 0.0728041
9 -0.0389528 0.960225 -0.0236538
10 -0.0653089 1.18589 0.022542
11 -0.0426071 1.40051 -0.00127642
12 0.0880897 1.86898 0.136324
13 -0.0399159 2.0554 -0.0631812
14 0.084187 2.543 -0.145124
15 0.074415 2.97916 -0.0269642
16 0.0358227 3.74299 -0.0922913
17 -0.107425 4.46761 -0.0026978
18 -0.0476584 4.83727 -0.0185201
19 0.898889 4.32385 0.0961487
20 0 0 0
1052000 20
1 0 0 0
2 1.0817 0.555396 -0.293322
3 -0.0193511 -0.0623291 0.0257356
4 0.122362 0.164874 -0.0431936
5 0.00981023 0.384648 0.0462523
6 -0.0366659 0.43812 -0.0596511
7 -0.0578122 0.740182 -0.0346883
8 -0.0547485 0.91281 0.180068
9 -0.0305168 0.912867 -0.066844
10 -0.115195 1.24626 0.0929107
11 -0.0384631 1.38916 0.0143708
12 0.0563249 1.86195 0.0514944
13 0.0438509 2.07728 -0.118617
14 0.185541 2.49409 -0.263184
15 0.149433 3.062 0.00113982
16 -0.0502157 3.73834 -0.0803951
17 0.00454785 4.44294 -0.042394
18 0.062033 4.79643 -0.0304793
19 0.207481 4.81771 0.78535
20 0 0 0
1053000 20
1 0 0 0
2 1.41106 0.755148 0.138884
3 0.193313 -0.00441965 -0.13733
4 0.124409 0.215133 0.00127722
5 0.0368469 0.37419 0.0917953
6 -0.0999925 0.393696 -0.105398
7 0.0671196 0.7865 -0.0428434
8 -0.0598583 0.904678 -0.0359918
9 -0.100587 0.921109 -0.0819455
10 -0.0408068 1.27993 0.0499565
11 -0.0105141 1.3605 0.00823648
12 0.108433 1.87279 0.00351166
13 0.0334723 2.06007 -0.0231189
14 -0.0720985 2.4978 -0.167349
15 0.18102 3.09976 0.0660007
16 0.0279916 3.68307 -0.0149338
17 -0.0794929 4.42515 -0.0443089
18 0.123038 4.73207 0.114929
19 0.33892 3.91198 0.285036
20 0 0 0
1054000 20
1 0 0 0
2 1.86025 0.780616 0.150904
3 0.0072785 0.0897403 -0.112824
4 0.053957 0.216987 0.030999
5 -0.116011 0.369676 0.18205
6 -0.00043213 0.388226 -0.0726716
7 0.137918 0.841505 0.00789849
8 -0.037677 0.85197 0.0771497
9 -0.105051 0.906133 0.00610197
10 -0.108258 1.29399 0.0798124
11 -0.133146 1.39596 0.0155014
12 0.0810817 1.83135 0.0123738
13 0.0499022 2.10854 0.0527419
14 -0.0289679 2.44745 -0.08993
15 0.0494037 3.11343 0.0643651
16 0.0794283 3.7116 -0.17893
17 0.0603603 4.36599 -0.0347078
18 -0.0266334 4.61925 0.157039
19 -0.0198482 3.93523 -0.30664
20 0 0 0
1055000 20
1 0 0 0
2 1.13013 0.694947 -1.1919
3 0.126626 0.0575883 -0.0148242
4 -0.00726677 0.194527 0.0534541
5 -0.0632764 0.37769 0.0554006
6 0.081346 0.466125 0.00241047
7 0.0216405 0.838822 -0.0321227
8 -0.110802 0.808255 -0.0227738
9 -0.025879 0.925405 -0.0349245
10 -0.245016 1.25491 -0.0732582
11 -0.00405798 1.4111 -0.00830157
12 0.0167068 1.78353 -0.00839289
13 -0.0118827 2.21289 -0.0670627
14 -0.0194766 2.41572 -0.0695296
15 -0.0450527 3.05169 0.0806072
16 -0.0252827 3.79441 -0.144258
17 -0.0351768 4.38413 0.00447587
18 -0.0764493 4.50809 -0.0843523
19 -1.05312 4.08428 -0.421788
20 0 0 0
1056000 20
1 0 0 0
2 0.0218733 0.0612745 -1.03178
3 0.0781484 0.0699958 0.0838566
4 0.0727004 0.188481 0.0199308
5 0.0101072 0.341057 0.0962987
6 0.0779493 0.494336 -0.0900276
7 -0.050786 0.835495 -0.0208799
8 -0.0563528 0.795392 0.0507358
9 0.0794025 0.970379 -0.0323912
10 -0.0963665 1.22158 -0.111373
11 0.0395501 1.42655 -0.0318524
12 0.00708891 1.78975 0.129462
13 -0.115007 2.21627 -0.00813436
14 0.000525531 2.38966 -0.0463717
15 -0.0773993 3.01219 0.0494233
16 -0.112651 3.88847 -0.0379048
17 -0.0290361 4.35951 -0.0436314
18 -0.00492628 4.50914 -0.145251
19 -0.0207664 4.91457 1.01736
20 0 0 0
1057000 20
1 0 0 0
2 -1.26138 -0.572642 -0.234759
3 -0.138076 0.108529 -0.0303134
4 0.121733 0.151224 0.130949
5 0.0656801 0.324149 0.0266414
6 0.046062 0.491746 -0.0899869
7 -0.0497051 0.805944 -0.0398182
8 -0.00842093 0.842953 0.0772548
9 0.049451 0.95717 0.0548811
10 -0.104502 1.24174 -0.0682445
11 0.00842733 1.43685 0.157098
12 0.00115881 1.79073 0.122365
13 -0.112805 2.15912 0.0962307
14 -0.0345084 2.44895 -0.13436
15 -0.163077 2.99507 0.0359854
16 -0.214954 3.88103 -0.0840488
17 0.0339163 4.37701 -0.106818
18 -0.0454056 4.62424 -0.0512311
19 0.11609 5.39253 -0.250047
20 0 0 0
1058000 20
1 0 0 0
2 -0.821277 -0.650749 -0.514105
3 -0.0323567 0.0396794 0.0693306
4 0.139226 0.148861 0.14931
5 0.0246203 0.30938 -0.00775664
6 0.00794647 0.492428 0.00367376
7 -0.029389 0.802214 -0.0822729
8 0.0328677 0.834441 0.0359494
9 0.0472 0.965439 0.0466457
10 -0.0646092 1.24963 0.0448223
11 -0.0451612 1.44037 0.0901985
12 -0.077013 1.78111 0.0645753
13 -0.0100511 2.1756 0.0656376
14 0.00882877 2.45843 -0.0163872
15 -0.152326 3.00178 -0.0474301
16 -0.0508603 3.83861 -0.0635102
17 -0.00336213 4.38274 0.0134411
18 -0.0480053 4.67894 0.0396952
19 0.444344 5.497 -0.170174
20 0 0 0
1059000 20
1 0 0 0
2 1.30969 -0.513435 -0.815014
3 -0.00204445 0.044103 0.0159598
4 0.0084444 0.212138 0.0568324
5 -0.0346183 0.294588 0.0756459
6 0.00824686 0.505224 0.098863
7 0.00277782 0.804092 -0.00406761
8 0.161004 0.835526 0.0900604
9 -0.0682284 0.952608 0.0722947
10 -0.00248485 1.24892 0.0152121
11 -0.0166263 1.41958 -0.0493433
12 -0.038819 1.8344 -0.00282107
13 -0.0970389 2.16305 -0.0369097
14 0.030122 2.4483 0.0352289
15 -0.0182259 3.05824 -0.14136
16 0.016988 3.81246 -0.0496949
17 0.0590386 4.41348 0.0697012
18 -0.0745595 4.6203 0.00313909
19 0.350236 5.32869 -0.702512
20 0 0 0
1060000 20
1 0 0 0
2 1.64319 0.303375 -0.356311
3 0.00763387 0.128539 0.131137
4 -0.00835774 0.211287 0.0975623
5 -0.105036 0.314453 0.149814
6 0.188119 0.475463 0.0905806
7 0.0654977 0.794447 -0.000998797
8 0.141869 0.9127 0.0123053
9 -0.0197383 0.897611 -0.063189
10 0.0445452 1.27347 -0.0375866
11 0.0673227 1.43781 0.0550125
12 0.0413891 1.78811 0.0188948
13 0.00579397 2.16416 0.0544047
14 0.0169785 2.45956 0.0481075
15 -0.0652711 3.06436 -0.0742635
16 0.0145862 3.78269 -0.0334767
17 0.133683 4.38917 0.0475424
18 0.00378048 4.6861 0.0348938
19 -0.320955 5.00181 -1.37357
20 0 0 0
1061000 20
1 0 0 0
2 -0.834452 1.45533 0.106956
3 -0.151135 0.161283 0.0946488
4 -0.00155439 0.201702 0.0331978
5 -0.061061 0.304182 0.102352
6 0.0795272 0.508729 0.0385987
7 0.0115881 0.792131 0.00293028
8 0.0770083 0.882739 -0.0316621
9 0.0572491 0.925065 -0.0685829
10 -0.0871792 1.22117 -0.108475
11 0.0662262 1.46119 0.0581369
12 0.115508 1.77665 -0.0527415
13 0.00639082 2.17858 0.0505844
14 0.0187145 2.45766 -0.0165027
15 -0.021351 3.06006 0.0114002
16 0.0114343 3.68325 0.0167773
17 0.0944134 4.39509 -0.0281214
18 0.11476 4.77045 0.0282304
19 -0.473649 4.4162 0.267699
20 0 0 0
1062000 20
1 0 0 0
2 -2.3847 0.730485 0.830943
3 -0.102801 0.0700071 0.0802992
4 0.0103945 0.258203 0.0193365
5 -0.0504992 0.278187 0.00059924
6 -0.0974149 0.49658 0.0202785
7 -0.0361178 0.847295 -0.103037
8 0.073697 0.8549 -0.00436065
9 0.0939776 0.891795 0.114936
10 -0.0183933 1.25033 -0.117311
11 0.00285804 1.46788 -0.0469579
12 -0.0288413 1.73576 -0.0365704
13 0.0377447 2.23275 0.0102429
14 0.0709493 2.52271 -0.0628814
15 -0.0440043 2.95112 -0.0673157
16 0.0411835 3.72514 0.111224
17 0.0735137 4.3295 -0.0361318
18 0.141888 4.91093 -0.0593016
19 1.10215 4.03359 1.31566
20 0 0 0
1063000 20
1 0 0 0
2 -0.198675 0.146344 0.946944
3 0.0472516 -0.0304797 0.0567432
4 -0.0781624 0.266259 0.10317
5 0.0711871 0.304684 -0.0113391
6 -0.054923 0.489967 -0.0478136
7 -0.0857377 0.877547 -0.0237869
8 0.130647 0.820109 0.0616339
9 0.0469255 0.95207 0.0725547
10 0.0161807 1.17702 -0.028211
11 0.0630547 1.46411 -0.107333
12 -0.110696 1.77562 0.0806353
13 0.106449 2.15046 0.0423894
14 0.00851827 2.60764 -0.048565
15 0.0510324 2.93388 -0.00468438
16 -0.0682373 3.74193 -0.105747
17 -0.0271797 4.30829 -0.0359144
18 0.0210961 4.89513 0.0385889
19 0.560183 3.94547 0.556217
20 0 0 0
1064000 20
1 0 0 0
2 0.07403 0.0267751 -0.174175
3 -0.0270937 -0.0553503 -0.0258497
4 -0.0980474 0.244473 0.00874492
5 -0.0168955 0.319918 0.0466546
6 -0.0195389 0.512434 0.0133196
7 -0.060942 0.853891 0.0341852
8 0.032368 0.816312 0.0175452
9 -0.0692307 0.958038 0.0124902
10 -0.0278755 1.10374 -0.0859127
11 0.150428 1.54002 -0.0059303
12 -0.0218115 1.72065 0.0923739
13 0.0235479 2.18608 0.0818606
14 -0.00360233 2.58749 -0.0301389
15 -0.00809595 2.95651 -0.0730616
16 -0.0730074 3.69272 -0.0134654
17 -0.125582 4.41073 -0.0781489
18 -0.0448097 4.65663 0.0824824
19 -1.16146 4.10044 0.405281
20 0 0 0
1065000 20
1 0 0 0
2 0.105127 -0.0761622 0.944568
3 0.0227737 -0.0976592 0.0325666
4 0.0221994 0.288467 -0.0860373
5 -0.0192586 0.32626 -0.0676578
6 0.066236 0.46159 0.0368929
7 -0.0346502 0.894987 0.0121768
8 -0.0943222 0.776043 0.138677
9 0.00840803 0.943483 -0.121563
10 -0.00298423 1.14183 0.0592389
11 0.104532 1.55861 -0.0191442
12 0.131369 1.74557 0.0232166
13 -0.0295946 2.14773 0.0995547
14 -0.0132602 2.53866 -0.0460541
15 -0.0288461 3.02521 -0.0279418
16 0.0146598 3.66302 -0.019859
17 -0.0518166 4.44923 -0.0413043
18 -0.0805256 4.58488 0.202064
19 -0.482923 4.79853 -0.66782
20 0 0 0
1066000 20
1 0 0 0
2 -0.167007 -0.122605 0.857451
3 0.0340194 -0.0672918 -0.0249029
4 0.0849922 0.274981 -0.18293
5 0.120005 0.292448 -0.111481
6 -0.0116266 0.498668 -0.0631966
7 -0.056126 0.87431 0.0144077
8 -0.0804479 0.775729 0.0281367
9 0.0322162 0.978449 -0.126819
10 -0.0429294 1.18932 -0.0073574
11 -0.0560243 1.51762 -0.0917778
12 0.0541582 1.75127 0.022562
13 -0.0817901 2.15399 -0.0279607
14 0.0710925 2.48648 -0.003825
15 -0.0850621 3.08036 -0.112085
16 0.0327983 3.70639 0.121108
17 0.0153139 4.44977 -0.124367
18 -0.0483476 4.60261 0.103921
19 0.488783 5.53206 0.551917
20 0 0 0
1067000 20
1 0 0 0
2 -0.521928 -0.16339 -0.236091
3 0.0563305 0.0366806 -0.0921364
4 0.122628 0.216856 -0.00845512
5 0.04271 0.319803 -0.0283303
6 0.0233502 0.539831 0.0922806
7 -0.165245 0.803243 0.00288456
8 -0.0365928 0.789417 0.114636
9 0.102258 1.01583 -0.0630454
10 -0.00546673 1.14628 -0.075486
11 -0.0045601 1.51042 -0.139086
12 -0.0155428 1.74278 0.0429681
13 -0.010935 2.2167 -0.0912934
14 -0.015388 2.4575 -0.0114864
15 -0.0615413 3.0758 -0.0504493
16 -0.0257773 3.81571 0.112376
17 0.0402681 4.37926 -0.112371
18 0.0410354 4.70431 -0.0275545
19 0.587266 5.70131 0.381765
20 0 0 0
1068000 20
1 0 0 0
2 -0.130265 -0.199457 -1.52823
3 0.0325183 0.118888 -0.0758583
4 0.000934298 0.21634 0.00652588
5 -0.00225603 0.259843 0.0575292
6 0.0916663 0.542137 0.0783155
7 -0.117919 0.797096 -0.0469757
8 0.029187 0.790474 -0.0193233
9 0.0895548 0.99768 -0.0590042
10 0.0503201 1.20038 -0.0957636
11 0.0744138 1.48692 -0.0997248
12 -0.0847418 1.72554 0.0556395
13 -0.0125223 2.29592 -0.0555639
14 -0.00219066 2.43456 0.0144035
15 0.0968189 3.09385 -0.0350538
16 -0.0961212 3.81067 0.0668482
17 -0.00865064 4.32341 0.101739
18 0.0422005 4.71149 -0.0714843
19 0.529588 5.56333 -0.458911
20 0 0 0
1069000 20
1 0 0 0
2 -0.46565 -0.284039 -0.268726
3 0.0257023 0.0470863 0.0865835
4 -0.0509704 0.259298 -0.0065296
5 0.0786891 0.274569 -0.000744218
6 0.0523736 0.53753 0.0763563
7 -0.0364151 0.79913 -0.00645023
8 0.0828883 0.756102 0.0205246
9 0.0604356 1.01709 0.0166823
10 -0.0183776 1.24497 -0.0469257
11 0.0793056 1.47969 -0.100684
12 -0.0618129 1.72154 0.0677295
13 -0.0437088 2.27439 -0.0488344
14 -0.0285805 2.43596 0.0057868
15 -0.0974984 3.10449 0.10282
16 -0.00804122 3.7549 0.0915864
17 0.0970062 4.33732 0.0179793
18 0.169319 4.65437 -0.113913
19 -0.506722 4.85873 0.143338
20 0 0 0
1070000 20
1 0 0 0
2 -0.220817 -0.384238 1.04958
3 0.0474499 0.0608423 -0.0828
4 0.0577354 0.215268 -0.00168606
5 0.00289595 0.332275 -0.0663863
6 -0.0406049 0.498003 -0.0241844
7 0.0587956 0.841732 0.100274
8 0.0169591 0.734843 0.0429125
9 0.0433693 1.02116 0.0401682
10 0.00987785 1.2779 -0.00654503
11 -0.0928176 1.43995 0.0241861
12 -0.0152448 1.75111 0.00194269
13 0.0708983 2.23484 0.00665739
14 -0.135186 2.46157 0.091775
15 -0.0529327 3.12674 0.012968
16 0.00157444 3.72391 0.0116694
17 0.0500869 4.2822 -0.00741442
18 0.0871372 4.64851 0.0551648
19 -0.454893 4.08748 0.285865
20 0 0 0
1071000 20
1 0 0 0
2 -0.304012 -0.424948 0.144025
3 0.0933677 0.0561031 -0.0989773
4 0.0404746 0.197971 0.0201659
5 0.129436 0.391965 -0.0530177
6 0.0126136 0.430704 0.0496331
7 -0.0751145 0.913556 0.0092695
8 0.0177411 0.679931 0.00116243
9 0.0618682 1.04666 -0.00802498
10 -0.0701735 1.27763 -0.0484138
11 -0.0869121 1.49005 0.0417151
12 0.0120097 1.73394 -0.00515148
13 0.123713 2.21394 0.082465
14 -0.121829 2.4726 0.050459
15 -0.0849631 3.09594 0.0621903
16 0.0128301 3.74222 0.0666589
17 -0.0119654 4.29825 -0.0215728
18 0.152912 4.6314 0.107619
19 0.223106 3.78786 -1.21571
20 0 0 0
1072000 20
1 0 0 0
2 0.536468 -0.440254 0.263157
3 0.0827109 -0.185392 0.0463899
4 -0.0491575 0.224261 0.0493827
5 0.100122 0.413021 0.0393451
6 -0.0146356 0.464849 0.0321218
7 0.0364612 0.885801 0.0410335
8 0.0583308 0.665296 -0.00548167
9 -0.0827627 1.03209 -0.0208013
10 0.0111274 1.28124 0.1106
11 -0.0825849 1.55787 -0.020963
12 0.0109401 1.64585 -0.0853805
13 -0.0794023 2.233 -0.0140978
14 0.0190427 2.44484 0.0386226
15 -0.0393627 3.14117 -0.0211456
16 0.00419402 3.75963 0.0021294
17 -0.107713 4.31034 -0.15038
18 0.121799 4.62618 0.103267
19 -0.121417 4.02114 -0.308357
20 0 0 0
1073000 20
1 0 0 0
2 -0.739259 -0.429173 -0.73063
3 0.0513761 -0.196434 0.0768284
4 -0.0372999 0.213937 -0.0309061
5 0.163018 0.383966 0.0953593
6 -0.0979414 0.493432 -0.0477555
7 0.122614 0.885241 0.104727
8 0.00218648 0.634988 0.0305238
9 -0.054168 1.03747 -0.00732805
10 0.113627 1.28047 0.0788172
11 -0.107032 1.58091 -0.0686356
12 -0.0218741 1.66454 -0.0218035
13 -0.109071 2.17895 0.0142788
14 0.0184095 2.4823 -0.00943389
15 0.040978 3.13215 0.0552195
16 0.00670886 3.7394 -0.0380711
17 0.018378 4.30877 -0.0913135
18 0.113247 4.67005 0.00528088
19 0.519353 4.52895 0.971112
20 0 0 0
1074000 20
1 0 0 0
2 -0.756816 -0.303291 -1.02904
3 0.0590284 -0.0275634 -0.0789694
4 0.0370907 0.191087 0.0597638
5 0.0719729 0.32909 0.0571572
6 0.045444 0.560974 -0.0904574
7 0.0805837 0.821041 0.0931868
8 0.00562815 0.673277 0.0163701
9 0.0228581 1.04861 -0.0352437
10 0.0975233 1.28866 -0.0666006
11 -0.0189712 1.60572 0.0337106
12 -0.134724 1.61602 -0.0920596
13 0.0093107 2.16161 -0.0434247
14 -0.0117127 2.54981 0.0624671
15 -0.0448493 3.06085 0.0610939
16 0.00619877 3.81284 -0.0184061
17 0.0227411 4.26385 -0.0296719
18 -0.102069 4.64829 -0.00521115
19 0.0797551 4.82999 -0.00702255
20 0 0 0
1075000 20
1 0 0 0
2 0.643247 0.0985753 0.245708
