# Time-averaged data for fix msd_output
# TimeStep Number-of-rows
# Row c_msd_all
2 1.61174
3 1.57786
4 4.77288
3300 4
1 1.62377
2 1.66658
3 1.62059
4 4.91094
3400 4
1 1.67898
2 1.71378
3 1.67537
4 5.06813
3500 4
1 1.73482
2 1.77024
3 1.73696
4 5.24202
3600 4
1 1.79217
2 1.8203
3 1.78805
4 5.40052
3700 4
1 1.84221
2 1.87421
3 1.83759
4 5.55401
3800 4
1 1.89791
2 1.91879
3 1.88562
4 5.70232
3900 4
1 1.95375
2 1.97697
3 1.93235
4 5.86307
4000 4
1 2.00266
2 2.0227
3 1.97629
4 6.00165
4100 4
1 2.07038
2 2.04611
3 2.0191
4 6.13559
4200 4
1 2.11931
2 2.08584
3 2.08317
4 6.28832
4300 4
1 2.15657
2 2.13134
3 2.1287
4 6.41661
4400 4
1 2.19686
2 2.1858
3 2.17312
4 6.55578
4500 4
1 2.25388
2 2.23452
3 2.20772
4 6.69612
4600 4
1 2.32471
2 2.28309
3 2.25478
4 6.86258
4700 4
1 2.36847
2 2.33124
3 2.30162
4 7.00133
4800 4
1 2.4178
2 2.36701
3 2.3435
4 7.12831
4900 4
1 2.47495
2 2.42377
3 2.38311
4 7.28183
5000 4
1 2.51889
2 2.48538
3 2.43138
4 7.43565
5100 4
1 2.56492
2 2.53598
3 2.47467
4 7.57557
5200 4
1 2.61392
2 2.59557
3 2.52177
4 7.73126
5300 4
1 2.67066
2 2.63653
3 2.56593
4 7.87312
5400 4
1 2.71068
2 2.67958
3 2.61782
4 8.00807
5500 4
1 2.76151
2 2.72772
3 2.68019
4 8.16942
5600 4
1 2.79931
2 2.76974
3 2.73329
4 8.30234
5700 4
1 2.84146
2 2.8171
3 2.78271
4 8.44127
5800 4
1 2.89606
2 2.85463
3 2.83685
4 8.58754
5900 4
1 2.9469
2 2.90539
3 2.88634
4 8.73862
6000 4
1 3.00082
2 2.96369
3 2.93437
4 8.89888
6100 4
1 3.03865
2 3.01415
3 2.97527
4 9.02806
6200 4
1 3.08401
2 3.06683
3 3.01471
4 9.16555
6300 4
1 3.14303
2 3.12362
3 3.04844
4 9.31509
6400 4
1 3.21082
2 3.16422
3 3.09472
4 9.46976
6500 4
1 3.27675
2 3.22303
3 3.14965
4 9.64943
6600 4
1 3.33795
2 3.27377
3 3.20415
4 9.81587
6700 4
1 3.38065
2 3.31535
3 3.25888
4 9.95488
6800 4
1 3.42573
2 3.3528
3 3.30258
4 10.0811
6900 4
1 3.46931
2 3.40947
3 3.35313
4 10.2319
7000 4
1 3.50566
2 3.45631
3 3.39936
4 10.3613
7100 4
1 3.54483
2 3.48862
3 3.45431
4 10.4878
7200 4
1 3.59702
2 3.53755
3 3.52051
4 10.6551
7300 4
1 3.64204
2 3.59657
3 3.57931
4 10.8179
7400 4
1 3.68667
2 3.6262
3 3.63879
4 10.9517
7500 4
1 3.73018
2 3.6542
3 3.67068
4 11.0551
7600 4
1 3.79067
2 3.6979
3 3.72094
4 11.2095
7700 4
1 3.84827
2 3.74596
3 3.78935
4 11.3836
7800 4
1 3.881
2 3.78106
3 3.83396
4 11.496
7900 4
1 3.9384
2 3.82172
3 3.87286
4 11.633
8000 4
1 4.01683
2 3.86403
3 3.92916
4 11.81
8100 4
1 4.0579
2 3.9283
3 3.96497
4 11.9512
8200 4
1 4.11775
2 3.97933
3 4.0001
4 12.0972
8300 4
1 4.1739
2 4.03201
3 4.05804
4 12.264
8400 4
1 4.24621
2 4.08328
3 4.09815
4 12.4276
8500 4
1 4.29587
2 4.13508
3 4.16181
4 12.5928
8600 4
1 4.35004
2 4.1835
3 4.21035
4 12.7439
8700 4
1 4.40225
2 4.22668
3 4.27176
4 12.9007
8800 4
1 4.46634
2 4.26579
3 4.34175
4 13.0739
8900 4
1 4.51993
2 4.30888
3 4.3917
4 13.2205
9000 4
1 4.58919
2 4.36348
3 4.44965
4 13.4023
9100 4
1 4.64954
2 4.40576
3 4.48414
4 13.5394
9200 4
1 4.69956
2 4.46186
3 4.5511
4 13.7125
9300 4
1 4.73852
2 4.51623
3 4.63087
4 13.8856
9400 4
1 4.77348
2 4.5593
3 4.67531
4 14.0081
9500 4
1 4.81417
2 4.63924
3 4.72393
4 14.1773
9600 4
1 4.85976
2 4.68521
3 4.78291
4 14.3279
9700 4
1 4.89897
2 4.73519
3 4.84205
4 14.4762
9800 4
1 4.9753
2 4.77228
3 4.91024
4 14.6578
9900 4
1 5.02299
2 4.83404
3 4.95519
4 14.8122
10000 4
1 5.06577
2 4.87532
3 5.00884
4 14.9499
10100 4
1 5.11307
2 4.92553
3 5.06002
4 15.0986
10200 4
1 5.14792
2 4.96755
3 5.11115
4 15.2266
10300 4
1 5.19894
2 5.02084
3 5.15873
4 15.3785
10400 4
1 5.26391
2 5.0711
3 5.21797
4 15.553
10500 4
1 5.32053
2 5.12838
3 5.26242
4 15.7113
10600 4
1 5.38174
2 5.16487
3 5.31776
4 15.8644
10700 4
1 5.42585
2 5.21777
3 5.37394
4 16.0176
10800 4
1 5.47494
2 5.27108
3 5.44157
4 16.1876
10900 4
1 5.53301
2 5.32487
3 5.491
4 16.3489
11000 4
1 5.57843
2 5.38454
3 5.53962
4 16.5026
11100 4
1 5.60808
2 5.40768
3 5.58777
4 16.6035
11200 4
1 5.66006
2 5.46927
3 5.65583
4 16.7852
11300 4
1 5.69287
2 5.51429
3 5.71834
4 16.9255
11400 4
1 5.73098
2 5.57633
3 5.76944
4 17.0768
11500 4
1 5.79817
2 5.61508
3 5.8272
4 17.2405
11600 4
1 5.84313
2 5.66041
3 5.86986
4 17.3734
11700 4
1 5.88333
2 5.70703
3 5.93925
4 17.5296
11800 4
1 5.94814
2 5.73626
3 5.99721
4 17.6816
11900 4
1 5.97728
2 5.78744
3 6.04643
4 17.8112
12000 4
1 6.02471
2 5.84917
3 6.08865
4 17.9625
12100 4
1 6.05124
2 5.92933
3 6.13872
4 18.1193
12200 4
1 6.08356
2 6.00081
3 6.17185
4 18.2562
12300 4
1 6.13514
2 6.05257
3 6.22174
4 18.4094
12400 4
1 6.177
2 6.11087
3 6.27881
4 18.5667
12500 4
1 6.24476
2 6.15495
3 6.34159
4 18.7413
12600 4
1 6.29369
2 6.19054
3 6.38258
4 18.8668
12700 4
1 6.3349
2 6.2227
3 6.4401
4 18.9977
12800 4
1 6.39013
2 6.26148
3 6.47957
4 19.1312
12900 4
1 6.43556
2 6.31202
3 6.51369
4 19.2613
13000 4
1 6.49162
2 6.34883
3 6.57777
4 19.4182
13100 4
1 6.55212
2 6.38828
3 6.63389
4 19.5743
13200 4
1 6.62821
2 6.42822
3 6.68702
4 19.7434
13300 4
1 6.65448
2 6.48854
3 6.72307
4 19.8661
13400 4
1 6.7151
2 6.54373
3 6.73538
4 19.9942
13500 4
1 6.77152
2 6.60498
3 6.77099
4 20.1475
13600 4
1 6.8321
2 6.64327
3 6.82015
4 20.2955
13700 4
1 6.86865
2 6.68202
3 6.86385
4 20.4145
13800 4
1 6.90998
2 6.72484
3 6.88744
4 20.5223
13900 4
1 6.98591
2 6.76363
3 6.94266
4 20.6922
14000 4
1 7.05747
2 6.8115
3 7.0007
4 20.8697
14100 4
1 7.08189
2 6.8733
3 7.02734
4 20.9825
14200 4
1 7.12357
2 6.90961
3 7.06888
4 21.1021
14300 4
1 7.18687
2 6.93441
3 7.11484
4 21.2361
14400 4
1 7.23967
2 6.97828
3 7.17294
4 21.3909
14500 4
1 7.29852
2 7.03259
3 7.22283
4 21.5539
14600 4
1 7.35432
2 7.08923
3 7.29189
4 21.7355
14700 4
1 7.38542
2 7.14351
3 7.35462
4 21.8836
14800 4
1 7.45837
2 7.20487
3 7.39504
4 22.0583
14900 4
1 7.49361
2 7.25111
3 7.4211
4 22.1658
15000 4
1 7.55246
2 7.29936
3 7.48327
4 22.3351
15100 4
1 7.60346
2 7.35622
3 7.5413
4 22.501
15200 4
1 7.65868
2 7.42637
3 7.6023
4 22.6873
15300 4
1 7.73054
2 7.51363
3 7.65182
4 22.896
15400 4
1 7.80416
2 7.56665
3 7.70417
4 23.075
15500 4
1 7.84559
2 7.62241
3 7.7486
4 23.2166
15600 4
1 7.88216
2 7.65457
3 7.81579
4 23.3525
15700 4
1 7.91687
2 7.68932
3 7.89043
4 23.4966
15800 4
1 7.97553
2 7.75568
3 7.94399
4 23.6752
15900 4
1 8.01651
2 7.81473
3 7.97523
4 23.8065
16000 4
1 8.07144
2 7.87834
3 8.0077
4 23.9575
16100 4
1 8.11991
2 7.96137
3 8.05572
4 24.137
16200 4
1 8.13772
2 8.02433
3 8.07689
4 24.2389
16300 4
1 8.17388
2 8.10922
3 8.10304
4 24.3861
16400 4
1 8.20871
2 8.16684
3 8.15602
4 24.5316
16500 4
1 8.26653
2 8.2194
3 8.19028
4 24.6762
16600 4
1 8.32179
2 8.31127
3 8.20456
4 24.8376
16700 4
1 8.37244
2 8.36562
3 8.23668
4 24.9747
16800 4
1 8.44407
2 8.41161
3 8.28737
4 25.143
16900 4
1 8.47796
2 8.4728
3 8.32205
4 25.2728
17000 4
1 8.52995
2 8.50823
3 8.38173
4 25.4199
17100 4
1 8.6095
2 8.58485
3 8.42471
4 25.6191
17200 4
1 8.64592
2 8.64278
3 8.45655
4 25.7453
17300 4
1 8.72858
2 8.71148
3 8.51768
4 25.9577
17400 4
1 8.78789
2 8.75363
3 8.55223
4 26.0938
17500 4
1 8.8157
2 8.77742
3 8.6113
4 26.2044
17600 4
1 8.88892
2 8.83088
3 8.66464
4 26.3844
17700 4
1 8.94755
2 8.86387
3 8.71607
4 26.5275
17800 4
1 8.96804
2 8.94108
3 8.77693
4 26.6861
17900 4
1 9.01995
2 8.98585
3 8.81458
4 26.8204
18000 4
1 9.06073
2 9.03538
3 8.85696
4 26.9531
18100 4
1 9.11863
2 9.08975
3 8.89257
4 27.101
18200 4
1 9.17638
2 9.12729
3 8.96635
4 27.27
18300 4
1 9.24511
2 9.17825
3 9.02404
4 27.4474
18400 4
1 9.29515
2 9.24062
3 9.06077
4 27.5965
18500 4
1 9.36997
2 9.30829
3 9.11491
4 27.7932
18600 4
1 9.43528
2 9.34906
3 9.16353
4 27.9479
18700 4
1 9.47989
2 9.40151
3 9.17871
4 28.0601
18800 4
1 9.51692
2 9.43038
3 9.23296
4 28.1803
18900 4
1 9.55108
2 9.47852
3 9.29211
4 28.3217
19000 4
1 9.61205
2 9.52099
3 9.36463
4 28.4977
19100 4
1 9.66123
2 9.56609
3 9.41597
4 28.6433
19200 4
1 9.71334
2 9.62185
3 9.4466
4 28.7818
19300 4
1 9.74467
2 9.7031
3 9.49384
4 28.9416
19400 4
1 9.7912
2 9.75854
3 9.5382
4 29.0879
19500 4
1 9.85084
2 9.81403
3 9.604
4 29.2689
19600 4
1 9.94293
2 9.8533
3 9.68548
4 29.4817
19700 4
1 9.99263
2 9.89421
3 9.74743
4 29.6343
19800 4
1 10.0809
2 9.94597
3 9.80228
4 29.8292
19900 4
1 10.1621
2 9.98223
3 9.86632
4 30.0106
20000 4
1 10.2318
2 10.0536
3 9.91253
4 30.1979
20100 4
1 10.2649
2 10.1092
3 9.97429
4 30.3484
20200 4
1 10.3237
2 10.1731
3 10.0388
4 30.5355
20300 4
1 10.3831
2 10.2314
3 10.0951
4 30.7096
20400 4
1 10.4443
2 10.2587
3 10.1625
4 30.8655
20500 4
1 10.4642
2 10.3218
3 10.2152
4 31.0012
20600 4
1 10.5573
2 10.3425
3 10.2672
4 31.167
20700 4
1 10.6117
2 10.3899
3 10.3328
4 31.3344
20800 4
1 10.683
2 10.4127
3 10.4017
4 31.4974
20900 4
1 10.7123
2 10.4538
3 10.4782
4 31.6442
21000 4
1 10.7583
2 10.496
3 10.5424
4 31.7967
21100 4
1 10.8034
2 10.5176
3 10.609
4 31.9299
21200 4
1 10.8472
2 10.5994
3 10.6489
4 32.0955
21300 4
1 10.8977
2 10.6396
3 10.7107
4 32.248
21400 4
1 10.9292
2 10.6868
3 10.7814
4 32.3974
21500 4
1 10.9704
2 10.7328
3 10.8151
4 32.5183
21600 4
1 11.0327
2 10.7983
3 10.8607
4 32.6917
21700 4
1 11.0776
2 10.8314
3 10.9067
4 32.8157
21800 4
1 11.1211
2 10.8793
3 10.9418
4 32.9422
21900 4
1 11.1572
2 10.9262
3 10.9771
4 33.0606
22000 4
1 11.2059
2 10.9653
3 11.0443
4 33.2155
22100 4
1 11.2729
2 11.0361
3 11.0913
4 33.4003
22200 4
1 11.3153
2 11.0784
3 11.1234
4 33.5172
22300 4
1 11.3492
2 11.1079
3 11.1586
4 33.6157
22400 4
1 11.4219
2 11.178
3 11.2246
4 33.8245
22500 4
1 11.4573
2 11.236
3 11.2531
4 33.9464
22600 4
1 11.5243
2 11.2743
3 11.298
4 34.0966
22700 4
1 11.5875
2 11.2944
3 11.3094
4 34.1912
22800 4
1 11.6392
2 11.3562
3 11.3434
4 34.3387
22900 4
1 11.6398
2 11.4176
3 11.381
4 34.4383
23000 4
1 11.7021
2 11.4837
3 11.4434
4 34.6292
23100 4
1 11.7678
2 11.5431
3 11.492
4 34.803
23200 4
1 11.7897
2 11.5957
3 11.5135
4 34.8989
23300 4
1 11.849
2 11.6675
3 11.5498
4 35.0663
23400 4
1 11.9001
2 11.7259
3 11.6336
4 35.2597
23500 4
1 11.9513
2 11.7561
3 11.6618
4 35.3691
23600 4
1 11.9892
2 11.792
3 11.6944
4 35.4756
23700 4
1 12.0393
2 11.8506
3 11.7335
4 35.6234
23800 4
1 12.0682
2 11.8929
3 11.7927
4 35.7538
23900 4
1 12.1112
2 11.9388
3 11.7907
4 35.8408
24000 4
1 12.1898
2 11.9819
3 11.8264
4 35.9981
24100 4
1 12.2132
2 12.0089
3 11.8883
4 36.1104
24200 4
1 12.2677
2 12.0658
3 11.9627
4 36.2962
24300 4
1 12.3142
2 12.1227
3 12.0057
4 36.4425
24400 4
1 12.3564
2 12.1439
3 12.0754
4 36.5757
24500 4
1 12.3977
2 12.2029
3 12.1524
4 36.753
24600 4
1 12.4822
2 12.2663
3 12.2043
4 36.9528
24700 4
1 12.5421
2 12.2947
3 12.2586
4 37.0955
24800 4
1 12.5897
2 12.3431
3 12.3132
4 37.2459
24900 4
1 12.6123
2 12.4114
3 12.3814
4 37.4051
25000 4
1 12.6558
2 12.5038
3 12.4302
4 37.5898
25100 4
1 12.6932
2 12.5389
3 12.4575
4 37.6896
25200 4
1 12.7167
2 12.5985
3 12.511
4 37.8261
25300 4
1 12.7585
2 12.6532
3 12.5446
4 37.9562
25400 4
1 12.7746
2 12.6783
3 12.5658
4 38.0187
25500 4
1 12.8528
2 12.7308
3 12.6214
4 38.205
25600 4
1 12.913
2 12.7369
3 12.6532
4 38.3031
25700 4
1 12.9677
2 12.7824
3 12.6867
4 38.4368
25800 4
1 12.988
2 12.8401
3 12.7545
4 38.5825
25900 4
1 13.0349
2 12.8465
3 12.8388
4 38.7202
26000 4
1 13.0871
2 12.9024
3 12.8799
4 38.8694
26100 4
1 13.1167
2 12.9802
3 12.9181
4 39.015
26200 4
1 13.1693
2 13.0631
3 12.9718
4 39.2042
26300 4
1 13.2345
2 13.1316
3 12.9844
4 39.3505
26400 4
1 13.3313
2 13.1718
3 13.0384
4 39.5415
26500 4
1 13.3751
2 13.2349
3 13.107
4 39.717
26600 4
1 13.426
2 13.3231
3 13.1302
4 39.8793
26700 4
1 13.4592
2 13.396
3 13.1658
4 40.021
26800 4
1 13.4775
2 13.4776
3 13.2086
4 40.1637
26900 4
1 13.4645
2 13.5633
3 13.2476
4 40.2754
27000 4
1 13.4936
2 13.6163
3 13.3061
4 40.4161
27100 4
1 13.5168
2 13.6832
3 13.3433
4 40.5433
27200 4
1 13.5766
2 13.7316
3 13.3774
4 40.6856
27300 4
1 13.6665
2 13.7679
3 13.422
4 40.8563
27400 4
1 13.7688
2 13.8191
3 13.4411
4 41.029
27500 4
1 13.8299
2 13.8577
3 13.5123
4 41.2
27600 4
1 13.8569
2 13.9353
3 13.572
4 41.3642
27700 4
1 13.923
2 13.997
3 13.6381
4 41.5581
27800 4
1 13.9412
2 14.0539
3 13.6908
4 41.6859
27900 4
1 13.9814
2 14.0859
3 13.7332
4 41.8005
28000 4
1 14.0487
2 14.1122
3 13.8129
4 41.9738
28100 4
1 14.1305
2 14.1323
3 13.8698
4 42.1326
28200 4
1 14.1871
2 14.186
3 13.9332
4 42.3064
28300 4
1 14.2015
2 14.2312
3 13.9546
4 42.3872
28400 4
1 14.2386
2 14.2985
3 13.9844
4 42.5215
28500 4
1 14.2938
2 14.37
3 14.0375
4 42.7013
28600 4
1 14.371
2 14.4105
3 14.0608
4 42.8424
28700 4
1 14.458
2 14.4513
3 14.0712
4 42.9805
28800 4
1 14.5181
2 14.4677
3 14.0969
4 43.0827
28900 4
1 14.6003
2 14.5225
3 14.1378
4 43.2606
29000 4
1 14.7115
2 14.5507
3 14.2084
4 43.4706
29100 4
1 14.7861
2 14.6095
3 14.2267
4 43.6223
29200 4
1 14.8269
2 14.6524
3 14.29
4 43.7692
29300 4
1 14.906
2 14.7113
3 14.3471
4 43.9644
29400 4
1 14.9657
2 14.7792
3 14.3896
4 44.1346
29500 4
1 14.9567
2 14.873
3 14.4604
4 44.2901
29600 4
1 15.0021
2 14.9383
3 14.5472
4 44.4875
29700 4
1 15.0888
2 15.0322
3 14.6075
4 44.7285
29800 4
1 15.1169
2 15.1094
3 14.6618
4 44.8881
29900 4
1 15.1802
2 15.146
3 14.6972
4 45.0233
30000 4
1 15.2033
2 15.1662
3 14.7227
4 45.0922
30100 4
1 15.226
2 15.2076
3 14.7625
4 45.1962
30200 4
1 15.261
2 15.2414
3 14.8039
4 45.3062
30300 4
1 15.3289
2 15.2757
3 14.8553
4 45.4599
30400 4
1 15.3882
2 15.3219
3 14.9072
4 45.6174
30500 4
1 15.4278
2 15.3726
3 14.9487
4 45.7491
30600 4
1 15.4801
2 15.4762
3 15.0235
4 45.9798
30700 4
1 15.5695
2 15.5499
3 15.0624
4 46.1818
30800 4
1 15.6127
2 15.6101
3 15.1365
4 46.3593
30900 4
1 15.6709
2 15.6604
3 15.1823
4 46.5136
31000 4
1 15.7364
2 15.7242
3 15.2214
4 46.682
31100 4
1 15.7554
2 15.7495
3 15.2716
4 46.7765
31200 4
1 15.8344
2 15.8071
3 15.3369
4 46.9784
31300 4
1 15.8938
2 15.8602
3 15.4063
4 47.1603
31400 4
1 15.9022
2 15.9246
3 15.4738
4 47.3007
31500 4
1 15.9423
2 16.0015
3 15.5507
4 47.4945
31600 4
1 16.0109
2 16.033
3 15.6207
4 47.6646
31700 4
1 16.0792
2 16.0701
3 15.6391
4 47.7884
31800 4
1 16.1118
2 16.0711
3 15.6501
4 47.833
31900 4
1 16.1359
2 16.0952
3 15.7414
4 47.9725
32000 4
1 16.2071
2 16.1455
3 15.807
4 48.1596
32100 4
1 16.2387
2 16.2119
3 15.8587
4 48.3093
32200 4
1 16.2704
2 16.2701
3 15.8759
4 48.4164
32300 4
1 16.299
2 16.3184
3 15.9482
4 48.5656
32400 4
1 16.3438
2 16.3765
3 15.9919
4 48.7122
32500 4
1 16.3789
2 16.4276
3 16.0677
4 48.8742
32600 4
1 16.3903
2 16.5
3 16.129
4 49.0192
32700 4
1 16.4437
2 16.5618
3 16.2025
4 49.208
32800 4
1 16.4948
2 16.643
3 16.2693
4 49.4071
32900 4
1 16.5522
2 16.6786
3 16.3408
4 49.5716
33000 4
1 16.6182
2 16.7257
3 16.3487
4 49.6926
33100 4
1 16.681
2 16.7809
3 16.4183
4 49.8802
33200 4
1 16.7486
2 16.8552
3 16.4215
4 50.0253
33300 4
1 16.775
2 16.8779
3 16.4535
4 50.1064
33400 4
1 16.8183
2 16.9223
3 16.5068
4 50.2474
33500 4
1 16.8981
2 16.9619
3 16.5354
4 50.3954
33600 4
1 16.9693
2 16.9951
3 16.5612
4 50.5256
33700 4
1 17.0051
2 17.0613
3 16.6406
4 50.7069
33800 4
1 17.0801
2 17.1026
3 16.7333
4 50.916
33900 4
1 17.1412
2 17.1572
3 16.7486
4 51.047
34000 4
1 17.2021
2 17.1937
3 16.8077
4 51.2036
34100 4
1 17.2588
2 17.2259
3 16.8722
4 51.357
34200 4
1 17.3176
2 17.2277
3 16.8851
4 51.4304
34300 4
1 17.3675
2 17.2979
3 16.8995
4 51.5649
34400 4
1 17.3958
2 17.3586
3 16.961
4 51.7155
34500 4
1 17.3831
2 17.3773
3 17.0044
4 51.7649
34600 4
1 17.4178
2 17.409
3 17.0597
4 51.8865
34700 4
1 17.4463
2 17.4544
3 17.1262
4 52.0269
34800 4
1 17.4823
2 17.5053
3 17.2446
4 52.2322
34900 4
1 17.5212
2 17.5288
3 17.2812
4 52.3312
35000 4
1 17.5328
2 17.5861
3 17.3154
4 52.4342
35100 4
1 17.5678
2 17.6544
3 17.3405
4 52.5627
35200 4
1 17.6074
2 17.6874
3 17.3694
4 52.6642
35300 4
1 17.6199
2 17.7173
3 17.437
4 52.7742
35400 4
1 17.728
2 17.7388
3 17.4789
4 52.9457
35500 4
1 17.7764
2 17.7506
3 17.5094
4 53.0364
35600 4
1 17.8041
2 17.8174
3 17.5901
4 53.2116
35700 4
1 17.854
2 17.8941
3 17.6397
4 53.3878
35800 4
1 17.8963
2 17.9673
3 17.7157
4 53.5793
35900 4
1 17.9184
2 17.9947
3 17.7494
4 53.6625
36000 4
1 17.9434
2 18.0354
3 17.8018
4 53.7805
36100 4
1 17.9885
2 18.1033
3 17.8384
4 53.9302
36200 4
1 18.0018
2 18.1747
3 17.8805
4 54.0571
36300 4
1 18.0063
2 18.2151
3 17.9308
4 54.1522
36400 4
1 18.0616
2 18.2932
3 17.9607
4 54.3155
36500 4
1 18.1408
2 18.3212
3 18.0655
4 54.5275
36600 4
1 18.1576
2 18.3372
3 18.1485
4 54.6433
36700 4
1 18.1796
2 18.3245
3 18.1963
4 54.7004
36800 4
1 18.183
2 18.3769
3 18.2308
4 54.7907
36900 4
1 18.2375
2 18.4379
3 18.3136
4 54.989
37000 4
1 18.2814
2 18.4905
3 18.3519
4 55.1238
37100 4
1 18.3378
2 18.5215
3 18.4168
4 55.2762
37200 4
1 18.4385
2 18.5955
3 18.4702
4 55.5042
37300 4
1 18.5139
2 18.5921
3 18.5183
4 55.6243
37400 4
1 18.5679
2 18.6793
3 18.5364
4 55.7837
37500 4
1 18.5743
2 18.7449
3 18.6084
4 55.9276
37600 4
1 18.6761
2 18.7435
3 18.6132
4 56.0328
37700 4
1 18.7632
2 18.7959
3 18.6434
4 56.2025
37800 4
1 18.8201
2 18.8332
3 18.7375
4 56.3907
37900 4
1 18.8845
2 18.8708
3 18.8469
4 56.6023
38000 4
1 18.9354
2 18.9055
3 18.8966
4 56.7374
38100 4
1 18.9697
2 18.9655
3 18.9643
4 56.8995
38200 4
1 19.0225
2 19.0622
3 19.0182
4 57.1028
38300 4
1 19.0611
2 19.0947
3 19.0949
4 57.2507
38400 4
1 19.1224
2 19.1794
3 19.1474
4 57.4492
38500 4
1 19.1236
2 19.1993
3 19.1589
4 57.4818
38600 4
1 19.1495
2 19.2565
3 19.216
4 57.622
38700 4
1 19.1663
2 19.3161
3 19.3097
4 57.792
38800 4
1 19.2165
2 19.4136
3 19.3545
4 57.9847
38900 4
1 19.303
2 19.4864
3 19.43
4 58.2194
39000 4
1 19.3518
2 19.5162
3 19.48
4 58.3479
39100 4
1 19.4215
2 19.5552
3 19.5175
4 58.4942
39200 4
1 19.4804
2 19.6016
3 19.5535
4 58.6356
39300 4
1 19.5166
2 19.6215
3 19.6283
4 58.7664
39400 4
1 19.56
2 19.6217
3 19.6869
4 58.8686
39500 4
1 19.647
2 19.7014
3 19.6998
4 59.0482
39600 4
1 19.7037
2 19.7892
3 19.7519
4 59.2449
39700 4
1 19.8079
2 19.8737
3 19.8328
4 59.5143
39800 4
1 19.9178
2 19.9233
3 19.8684
4 59.7095
39900 4
1 19.9243
2 19.9656
3 19.879
4 59.7689
40000 4
1 19.9818
2 19.9793
3 19.9262
4 59.8872
